,0,1,2,3,4,5,6
56,19.0,7.0,47.0,144.75,539.0,0.0,0.0
57,19.0,9.0,41.0,420.75,96.0,0.0,0.0
58,19.0,9.0,42.0,343.5,85.0,0.0,0.0
59,19.0,9.0,45.0,354.56199999999995,94.0,0.0,0.0
60,19.0,13.0,49.0,436.125,195.0,0.0,0.0
61,19.0,13.0,51.0,387.375,120.0,0.0,0.0
62,19.0,13.0,57.0,396.56199999999995,141.0,0.0,0.0
63,19.0,21.0,75.0,515.25,313.0,0.0,0.0
64,19.0,21.0,76.0,519.562,259.0,0.0,0.0
65,19.0,21.0,77.0,531.562,299.0,0.0,0.0
66,19.0,23.0,72.0,533.25,201.0,0.0,0.0
67,19.0,23.0,82.0,508.68800000000005,254.0,0.0,0.0
68,19.0,25.0,97.0,546.188,159.0,0.0,0.0
69,19.0,1.0,26.0,79.875,288.0,0.0,0.0
70,19.0,1.0,27.0,108.0,877.0,0.0,0.0
71,19.0,1.0,28.0,150.562,876.0,0.0,0.0
72,19.0,1.0,29.0,243.75,2174.0,0.0,0.0
73,19.0,1.0,30.0,326.062,2261.0,0.0,0.0
74,19.0,1.0,31.0,892.875,3378.0,0.0,0.0
75,19.0,11.0,48.0,383.43800000000005,117.0,0.0,0.0
76,19.0,11.0,49.0,342.93800000000005,132.0,0.0,0.0
77,19.0,11.0,50.0,341.625,111.0,0.0,0.0
78,19.0,11.0,51.0,644.062,97.0,0.0,0.0
79,19.0,11.0,52.0,371.25,155.0,0.0,0.0
80,19.0,11.0,53.0,371.81199999999995,109.0,0.0,0.0
81,19.0,11.0,54.0,362.06199999999995,158.0,0.0,0.0
82,19.0,19.0,80.0,508.68800000000005,211.0,0.0,0.0
83,19.0,9.0,49.0,364.68800000000005,117.0,0.0,0.0
84,19.0,9.0,54.0,402.18800000000005,103.0,0.0,0.0
85,19.0,11.0,56.0,388.68800000000005,122.0,0.0,0.0
86,19.0,23.0,89.0,491.25,181.0,0.0,0.0
87,19.0,37.0,167.0,130.5,99.0,0.0,0.0
88,19.0,1.0,32.0,1067.62,1106.0,0.0,0.0
89,19.0,1.0,34.0,1145.44,2157.0,0.0,0.0
90,19.0,1.0,35.0,1011.94,3333.0,0.0,0.0
91,19.0,1.0,36.0,1048.88,2531.0,0.0,0.0
92,19.0,1.0,37.0,1101.0,1489.0,0.0,0.0
93,19.0,1.0,38.0,1135.69,1809.0,0.0,0.0
94,19.0,15.0,81.0,1916.81,146.0,0.0,0.0
95,19.0,15.0,82.0,1915.88,165.0,0.0,0.0
96,19.0,15.0,84.0,1868.62,170.0,0.0,0.0
97,19.0,11.0,67.0,720.562,91.0,0.0,0.0
98,19.0,13.0,74.0,435.0,122.0,0.0,0.0
99,19.0,13.0,79.0,1878.38,122.0,0.0,0.0
100,19.0,15.0,88.0,1848.38,143.0,0.0,0.0
101,19.0,15.0,89.0,1839.75,153.0,0.0,0.0
102,19.0,15.0,90.0,1849.69,118.0,0.0,0.0
103,19.0,15.0,91.0,1850.06,167.0,0.0,0.0
104,19.0,15.0,95.0,1868.06,99.0,0.0,0.0
105,19.0,17.0,97.0,1881.0,224.0,0.0,0.0
106,19.0,17.0,99.0,1870.12,226.0,0.0,0.0
107,19.0,17.0,102.0,1842.19,180.0,0.0,0.0
108,19.0,17.0,103.0,1834.12,194.0,0.0,0.0
109,19.0,19.0,111.0,1823.06,251.0,0.0,0.0
110,19.0,23.0,127.0,1880.44,201.0,0.0,0.0
111,19.0,27.0,135.0,284.625,146.0,0.0,0.0
112,19.0,13.0,80.0,1869.56,98.0,0.0,0.0
113,19.0,17.0,104.0,1833.38,218.0,0.0,0.0
114,19.0,17.0,106.0,1834.88,191.0,0.0,0.0
115,19.0,17.0,107.0,1842.19,122.0,0.0,0.0
116,19.0,17.0,108.0,1849.12,189.0,0.0,0.0
117,19.0,17.0,109.0,1855.69,191.0,0.0,0.0
118,19.0,19.0,113.0,1807.69,255.0,0.0,0.0
119,19.0,19.0,114.0,1805.44,255.0,0.0,0.0
120,19.0,19.0,115.0,1810.12,145.0,0.0,0.0
121,19.0,19.0,119.0,1844.81,170.0,0.0,0.0
122,19.0,21.0,130.0,1829.06,235.0,0.0,0.0
123,19.0,21.0,131.0,1824.0,243.0,0.0,0.0
124,19.0,21.0,132.0,1816.31,197.0,0.0,0.0
125,19.0,21.0,135.0,1813.69,176.0,0.0,0.0
126,19.0,21.0,136.0,1820.81,224.0,0.0,0.0
127,19.0,21.0,137.0,1834.31,225.0,0.0,0.0
128,19.0,21.0,138.0,1841.44,254.0,0.0,0.0
129,19.0,21.0,139.0,1863.75,203.0,0.0,0.0
130,19.0,21.0,144.0,1914.75,225.0,0.0,0.0
131,19.0,23.0,128.0,1866.94,229.0,0.0,0.0
132,19.0,23.0,129.0,1854.75,228.0,0.0,0.0
133,19.0,23.0,130.0,1846.88,198.0,0.0,0.0
134,19.0,23.0,131.0,1841.81,210.0,0.0,0.0
135,19.0,23.0,132.0,1832.62,225.0,0.0,0.0
136,19.0,23.0,133.0,1827.94,225.0,0.0,0.0
137,19.0,23.0,134.0,1828.12,165.0,0.0,0.0
138,19.0,23.0,135.0,1831.5,135.0,0.0,0.0
139,19.0,23.0,136.0,1833.38,188.0,0.0,0.0
140,19.0,23.0,137.0,1843.12,222.0,0.0,0.0
141,19.0,23.0,140.0,1881.38,183.0,0.0,0.0
142,19.0,23.0,141.0,1885.31,187.0,0.0,0.0
143,19.0,27.0,150.0,153.375,138.0,0.0,0.0
144,19.0,0.0,3.0,805.688,80.0,0.0,0.0
145,19.0,0.0,4.0,861.938,104.0,0.0,0.0
146,19.0,0.0,6.0,169.5,87.0,0.0,0.0
147,19.0,2.0,2.0,168.562,80.0,0.0,0.0
148,19.0,0.0,11.0,153.375,235.0,0.0,0.0
149,19.0,2.0,14.0,390.75,642.0,0.0,0.0
150,19.0,8.0,21.0,1625.06,271.0,0.0,0.0
151,19.0,0.0,20.0,123.18799999999999,1436.0,0.0,0.0
152,19.0,0.0,21.0,158.25,1192.0,0.0,0.0
153,19.0,0.0,22.0,115.5,266.0,0.0,0.0
154,19.0,8.0,33.0,220.312,762.0,0.0,0.0
155,19.0,8.0,34.0,560.062,744.0,0.0,0.0
156,19.0,8.0,37.0,206.25,2454.0,0.0,0.0
157,19.0,2.0,26.0,190.688,89.0,0.0,0.0
158,19.0,2.0,28.0,241.125,328.0,0.0,0.0
159,19.0,2.0,29.0,190.5,973.0,0.0,0.0
160,19.0,2.0,30.0,164.25,953.0,0.0,0.0
161,19.0,2.0,31.0,196.5,300.0,0.0,0.0
162,19.0,6.0,39.0,404.25,351.0,0.0,0.0
163,19.0,0.0,24.0,194.625,433.0,0.0,0.0
164,19.0,0.0,25.0,141.938,357.0,0.0,0.0
165,19.0,0.0,26.0,197.438,364.0,0.0,0.0
166,19.0,0.0,31.0,1050.75,647.0,0.0,0.0
167,19.0,2.0,32.0,1038.56,804.0,0.0,0.0
168,19.0,2.0,33.0,1061.44,942.0,0.0,0.0
169,19.0,2.0,34.0,1036.69,737.0,0.0,0.0
170,19.0,2.0,36.0,1378.5,157.0,0.0,0.0
171,19.0,2.0,37.0,1330.88,409.0,0.0,0.0
172,19.0,2.0,38.0,1343.44,786.0,0.0,0.0
173,19.0,4.0,35.0,327.0,372.0,0.0,0.0
174,19.0,4.0,36.0,385.31199999999995,243.0,0.0,0.0
175,19.0,6.0,40.0,139.875,13858.0,0.0,0.0
176,19.0,6.0,41.0,137.062,11317.0,0.0,0.0
177,19.0,6.0,42.0,143.812,10940.0,0.0,0.0
178,19.0,6.0,43.0,136.688,11039.0,0.0,0.0
179,19.0,6.0,44.0,141.188,13297.0,0.0,0.0
180,19.0,6.0,45.0,160.875,745.0,0.0,0.0
181,19.0,6.0,46.0,159.562,450.0,0.0,0.0
182,19.0,6.0,47.0,211.688,337.0,0.0,0.0
183,19.0,20.0,133.0,1783.69,9920.0,0.0,0.0
184,19.0,0.0,32.0,1035.38,1273.0,0.0,0.0
185,19.0,0.0,33.0,1034.06,1627.0,0.0,0.0
186,19.0,0.0,34.0,1037.81,1666.0,0.0,0.0
187,37.0,6.0,32.0,1888.5,1888.0,0.0,0.0
188,37.0,6.0,33.0,1896.0,2760.0,0.0,0.0
189,37.0,6.0,34.0,1894.88,4476.0,0.0,0.0
190,37.0,6.0,35.0,1893.75,2190.0,0.0,0.0
191,37.0,6.0,36.0,1915.88,2047.0,0.0,0.0
192,37.0,6.0,37.0,1906.12,1399.0,0.0,0.0
193,37.0,28.0,121.0,1925.81,4050.0,0.0,0.0
194,37.0,28.0,122.0,1899.19,5533.0,0.0,0.0
195,37.0,28.0,123.0,1890.75,5635.0,0.0,0.0
196,37.0,32.0,209.0,1139.81,13263.0,0.0,0.0
197,37.0,1.0,1.0,63.5625,102.0,0.0,0.0
198,37.0,3.0,16.0,51.0,97.0,0.0,0.0
199,37.0,3.0,19.0,1345.31,95.0,0.0,0.0
200,37.0,7.0,31.0,867.0,165.0,0.0,0.0
201,37.0,7.0,32.0,1901.81,1099.0,0.0,0.0
202,37.0,7.0,33.0,1912.5,966.0,0.0,0.0
203,37.0,7.0,34.0,1913.44,1539.0,0.0,0.0
204,37.0,7.0,35.0,84.0,3959.0,0.0,0.0
205,37.0,7.0,36.0,1924.31,1769.0,0.0,0.0
206,37.0,7.0,37.0,1930.88,854.0,0.0,0.0
207,37.0,7.0,38.0,1902.19,1193.0,0.0,0.0
208,37.0,7.0,46.0,1901.44,6138.0,0.0,0.0
209,37.0,7.0,47.0,1892.81,7464.0,0.0,0.0
210,37.0,27.0,100.0,1896.38,2915.0,0.0,0.0
211,37.0,27.0,101.0,1893.0,7144.0,0.0,0.0
212,37.0,27.0,102.0,1888.5,6954.0,0.0,0.0
213,37.0,27.0,103.0,1895.62,6583.0,0.0,0.0
214,37.0,27.0,104.0,1900.31,3153.0,0.0,0.0
215,37.0,31.0,146.0,1916.62,4222.0,0.0,0.0
216,37.0,3.0,51.0,736.312,114.0,0.0,0.0
217,37.0,33.0,209.0,1175.44,15084.0,0.0,0.0
218,46.0,1.0,0.0,423.93800000000005,505.0,0.0,0.0
219,46.0,3.0,0.0,255.562,410.0,0.0,0.0
220,46.0,1.0,15.0,659.438,138.0,0.0,0.0
221,46.0,7.0,54.0,472.31199999999995,435.0,0.0,0.0
222,46.0,3.0,34.0,533.625,5527.0,0.0,0.0
223,46.0,5.0,48.0,486.18800000000005,388.0,0.0,0.0
224,46.0,5.0,50.0,444.75,341.0,0.0,0.0
225,46.0,7.0,56.0,420.0,377.0,0.0,0.0
226,46.0,1.0,35.0,531.562,148.0,0.0,0.0
227,46.0,1.0,36.0,420.56199999999995,183.0,0.0,0.0
228,46.0,1.0,37.0,409.125,199.0,0.0,0.0
229,46.0,1.0,38.0,446.43800000000005,474.0,0.0,0.0
230,46.0,3.0,42.0,474.93800000000005,242.0,0.0,0.0
231,46.0,3.0,44.0,439.125,502.0,0.0,0.0
232,46.0,5.0,60.0,555.188,417.0,0.0,0.0
233,46.0,7.0,67.0,463.125,907.0,0.0,0.0
234,46.0,7.0,69.0,603.75,578.0,0.0,0.0
235,46.0,7.0,70.0,697.875,160.0,0.0,0.0
236,46.0,9.0,56.0,649.5,929.0,0.0,0.0
237,46.0,9.0,57.0,506.25,1379.0,0.0,0.0
238,46.0,9.0,63.0,970.5,82.0,0.0,0.0
239,46.0,11.0,68.0,917.25,250.0,0.0,0.0
240,46.0,11.0,69.0,575.25,1905.0,0.0,0.0
241,46.0,11.0,70.0,532.312,1399.0,0.0,0.0
242,46.0,11.0,71.0,599.812,1675.0,0.0,0.0
243,46.0,1.0,40.0,427.125,270.0,0.0,0.0
244,46.0,1.0,41.0,83.625,987.0,0.0,0.0
245,46.0,1.0,42.0,131.438,1101.0,0.0,0.0
246,46.0,1.0,43.0,132.188,735.0,0.0,0.0
247,46.0,3.0,50.0,161.062,290.0,0.0,0.0
248,46.0,3.0,51.0,233.062,265.0,0.0,0.0
249,46.0,3.0,52.0,226.875,1131.0,0.0,0.0
250,46.0,3.0,53.0,394.875,3279.0,0.0,0.0
251,46.0,3.0,54.0,130.875,1550.0,0.0,0.0
252,46.0,3.0,55.0,398.81199999999995,776.0,0.0,0.0
253,46.0,9.0,64.0,405.56199999999995,2834.0,0.0,0.0
254,46.0,9.0,65.0,898.688,126.0,0.0,0.0
255,46.0,0.0,4.0,188.25,89.0,0.0,0.0
256,46.0,22.0,15.0,728.812,143.0,0.0,0.0
257,46.0,0.0,9.0,612.188,139.0,0.0,0.0
258,46.0,0.0,10.0,513.188,81.0,0.0,0.0
259,46.0,0.0,11.0,345.375,151.0,0.0,0.0
260,46.0,0.0,12.0,755.25,297.0,0.0,0.0
261,46.0,0.0,13.0,663.938,241.0,0.0,0.0
262,46.0,0.0,14.0,533.438,452.0,0.0,0.0
263,46.0,0.0,15.0,1115.25,174.0,0.0,0.0
264,46.0,18.0,12.0,733.125,209.0,0.0,0.0
265,46.0,20.0,17.0,708.938,219.0,0.0,0.0
266,46.0,20.0,18.0,767.812,190.0,0.0,0.0
267,46.0,20.0,27.0,826.688,243.0,0.0,0.0
268,46.0,20.0,29.0,827.062,198.0,0.0,0.0
269,46.0,24.0,12.0,582.938,13307.0,0.0,0.0
270,46.0,24.0,13.0,669.562,3705.0,0.0,0.0
271,46.0,26.0,9.0,687.188,109.0,0.0,0.0
272,46.0,26.0,10.0,679.5,108.0,0.0,0.0
273,46.0,26.0,11.0,675.0,86.0,0.0,0.0
274,46.0,26.0,12.0,80.0625,178.0,0.0,0.0
275,46.0,30.0,25.0,755.25,180.0,0.0,0.0
276,46.0,24.0,25.0,781.875,90.0,0.0,0.0
277,46.0,26.0,25.0,786.562,93.0,0.0,0.0
278,46.0,24.0,90.0,783.938,156.0,0.0,0.0
279,46.0,42.0,137.0,325.688,192.0,0.0,0.0
280,46.0,2.0,36.0,697.688,113.0,0.0,0.0
281,46.0,2.0,37.0,471.0,134.0,0.0,0.0
282,46.0,2.0,38.0,599.438,196.0,0.0,0.0
283,46.0,8.0,55.0,463.125,1695.0,0.0,0.0
284,46.0,4.0,42.0,575.812,459.0,0.0,0.0
285,46.0,4.0,44.0,391.68800000000005,386.0,0.0,0.0
286,46.0,6.0,53.0,418.31199999999995,318.0,0.0,0.0
287,46.0,6.0,55.0,551.062,443.0,0.0,0.0
288,46.0,14.0,81.0,52.6875,209.0,0.0,0.0
289,46.0,8.0,56.0,953.625,114.0,0.0,0.0
290,46.0,10.0,66.0,515.062,1555.0,0.0,0.0
291,46.0,10.0,67.0,401.25,2660.0,0.0,0.0
292,46.0,10.0,68.0,577.125,1510.0,0.0,0.0
293,46.0,10.0,69.0,730.312,235.0,0.0,0.0
294,46.0,10.0,70.0,644.438,920.0,0.0,0.0
295,46.0,10.0,71.0,531.562,1938.0,0.0,0.0
296,46.0,12.0,76.0,546.375,2535.0,0.0,0.0
297,46.0,0.0,37.0,646.875,99.0,0.0,0.0
298,46.0,0.0,39.0,510.0,200.0,0.0,0.0
299,46.0,2.0,42.0,403.68800000000005,347.0,0.0,0.0
300,46.0,2.0,43.0,403.125,345.0,0.0,0.0
301,46.0,2.0,44.0,444.56199999999995,286.0,0.0,0.0
302,46.0,2.0,45.0,408.0,703.0,0.0,0.0
303,46.0,2.0,46.0,414.75,394.0,0.0,0.0
304,46.0,2.0,47.0,548.438,533.0,0.0,0.0
305,46.0,4.0,53.0,458.625,557.0,0.0,0.0
306,46.0,6.0,67.0,431.43800000000005,667.0,0.0,0.0
307,46.0,6.0,69.0,424.31199999999995,604.0,0.0,0.0
308,46.0,10.0,72.0,421.875,2115.0,0.0,0.0
309,46.0,10.0,73.0,573.188,2926.0,0.0,0.0
310,46.0,8.0,64.0,567.562,1607.0,0.0,0.0
311,46.0,8.0,65.0,637.5,1049.0,0.0,0.0
312,57.0,20.0,33.0,94.125,109.0,0.0,0.0
313,57.0,20.0,34.0,50.4375,125.0,0.0,0.0
314,57.0,24.0,46.0,165.562,103.0,0.0,0.0
315,57.0,0.0,21.0,142.125,147.0,0.0,0.0
316,57.0,0.0,22.0,162.0,116.0,0.0,0.0
317,57.0,22.0,58.0,99.375,107.0,0.0,0.0
318,57.0,2.0,26.0,105.0,329.0,0.0,0.0
319,57.0,2.0,27.0,285.0,254.0,0.0,0.0
320,57.0,18.0,74.0,166.125,96.0,0.0,0.0
321,57.0,22.0,77.0,1324.69,101.0,0.0,0.0
322,57.0,0.0,24.0,74.25,1190.0,0.0,0.0
323,57.0,1.0,1.0,1718.44,85.0,0.0,0.0
324,57.0,3.0,0.0,326.812,107.0,0.0,0.0
325,57.0,3.0,2.0,684.938,104.0,0.0,0.0
326,57.0,3.0,3.0,685.312,91.0,0.0,0.0
327,57.0,5.0,0.0,1670.81,107.0,0.0,0.0
328,57.0,5.0,1.0,685.688,84.0,0.0,0.0
329,57.0,5.0,2.0,809.812,105.0,0.0,0.0
330,57.0,9.0,5.0,678.562,95.0,0.0,0.0
331,57.0,21.0,156.0,486.375,105.0,0.0,0.0
332,57.0,1.0,12.0,1045.31,109.0,0.0,0.0
333,57.0,1.0,15.0,110.625,84.0,0.0,0.0
334,57.0,3.0,8.0,710.062,115.0,0.0,0.0
335,57.0,3.0,9.0,707.062,85.0,0.0,0.0
336,57.0,3.0,10.0,657.75,150.0,0.0,0.0
337,57.0,3.0,11.0,683.438,134.0,0.0,0.0
338,57.0,3.0,12.0,738.75,85.0,0.0,0.0
339,57.0,3.0,13.0,717.375,86.0,0.0,0.0
340,57.0,5.0,11.0,975.562,96.0,0.0,0.0
341,57.0,9.0,11.0,678.938,109.0,0.0,0.0
342,57.0,13.0,18.0,463.875,136.0,0.0,0.0
343,57.0,13.0,19.0,1587.38,129.0,0.0,0.0
344,57.0,3.0,16.0,769.5,88.0,0.0,0.0
345,57.0,3.0,17.0,1036.12,98.0,0.0,0.0
346,57.0,3.0,19.0,695.25,97.0,0.0,0.0
347,57.0,5.0,19.0,757.125,84.0,0.0,0.0
348,57.0,5.0,21.0,903.188,105.0,0.0,0.0
349,57.0,7.0,19.0,1664.25,123.0,0.0,0.0
350,57.0,7.0,25.0,1048.5,110.0,0.0,0.0
351,57.0,7.0,31.0,987.375,81.0,0.0,0.0
352,57.0,9.0,17.0,657.562,114.0,0.0,0.0
353,57.0,9.0,19.0,531.938,133.0,0.0,0.0
354,57.0,9.0,21.0,198.188,129.0,0.0,0.0
355,57.0,9.0,23.0,198.938,130.0,0.0,0.0
356,57.0,39.0,57.0,706.875,103.0,0.0,0.0
357,57.0,1.0,22.0,89.8125,253.0,0.0,0.0
358,57.0,1.0,23.0,505.5,838.0,0.0,0.0
359,57.0,5.0,24.0,1047.75,115.0,0.0,0.0
360,57.0,5.0,25.0,616.125,91.0,0.0,0.0
361,57.0,9.0,24.0,678.0,98.0,0.0,0.0
362,57.0,9.0,25.0,676.688,107.0,0.0,0.0
363,57.0,9.0,29.0,726.375,120.0,0.0,0.0
364,57.0,23.0,48.0,604.125,125.0,0.0,0.0
365,57.0,5.0,38.0,662.25,91.0,0.0,0.0
366,57.0,5.0,41.0,356.25,105.0,0.0,0.0
367,57.0,7.0,55.0,1890.56,102.0,0.0,0.0
368,57.0,9.0,45.0,736.875,131.0,0.0,0.0
369,57.0,9.0,46.0,1741.31,97.0,0.0,0.0
370,57.0,17.0,67.0,783.0,94.0,0.0,0.0
371,57.0,17.0,68.0,135.188,81.0,0.0,0.0
372,57.0,1.0,24.0,215.25,281.0,0.0,0.0
373,57.0,1.0,25.0,128.812,270.0,0.0,0.0
374,57.0,1.0,26.0,131.25,286.0,0.0,0.0
375,57.0,1.0,27.0,201.375,1518.0,0.0,0.0
376,57.0,1.0,30.0,768.938,128.0,0.0,0.0
377,57.0,1.0,31.0,353.25,107.0,0.0,0.0
378,57.0,7.0,56.0,798.375,82.0,0.0,0.0
379,57.0,7.0,57.0,895.125,98.0,0.0,0.0
380,57.0,7.0,58.0,798.938,152.0,0.0,0.0
381,57.0,11.0,49.0,698.25,107.0,0.0,0.0
382,57.0,11.0,51.0,736.312,92.0,0.0,0.0
383,57.0,9.0,48.0,776.625,114.0,0.0,0.0
384,57.0,9.0,49.0,679.875,94.0,0.0,0.0
385,57.0,9.0,50.0,756.75,100.0,0.0,0.0
386,57.0,9.0,55.0,710.812,131.0,0.0,0.0
387,57.0,3.0,47.0,923.625,627.0,0.0,0.0
388,57.0,7.0,67.0,644.438,87.0,0.0,0.0
389,57.0,9.0,57.0,1395.75,108.0,0.0,0.0
390,57.0,9.0,58.0,1345.88,117.0,0.0,0.0
391,57.0,11.0,67.0,1364.62,128.0,0.0,0.0
392,57.0,1.0,40.0,1504.69,110.0,0.0,0.0
393,57.0,1.0,41.0,635.812,105.0,0.0,0.0
394,57.0,3.0,53.0,662.812,86.0,0.0,0.0
395,57.0,3.0,54.0,111.375,128.0,0.0,0.0
396,57.0,3.0,55.0,208.312,99.0,0.0,0.0
397,57.0,5.0,64.0,663.375,118.0,0.0,0.0
398,57.0,5.0,66.0,160.5,141.0,0.0,0.0
399,57.0,5.0,67.0,660.0,91.0,0.0,0.0
400,57.0,5.0,68.0,664.125,83.0,0.0,0.0
401,57.0,5.0,70.0,685.125,101.0,0.0,0.0
402,57.0,11.0,74.0,610.125,113.0,0.0,0.0
403,57.0,11.0,76.0,582.188,124.0,0.0,0.0
404,57.0,11.0,77.0,629.625,89.0,0.0,0.0
405,57.0,11.0,78.0,706.125,140.0,0.0,0.0
406,57.0,11.0,79.0,659.438,87.0,0.0,0.0
407,57.0,9.0,68.0,705.562,109.0,0.0,0.0
408,57.0,9.0,69.0,156.0,98.0,0.0,0.0
409,57.0,9.0,71.0,727.875,85.0,0.0,0.0
410,57.0,9.0,72.0,678.188,93.0,0.0,0.0
411,57.0,9.0,73.0,723.188,100.0,0.0,0.0
412,57.0,9.0,75.0,676.875,87.0,0.0,0.0
413,57.0,11.0,80.0,1373.81,127.0,0.0,0.0
414,57.0,15.0,101.0,188.25,115.0,0.0,0.0
415,68.0,29.0,96.0,828.188,83.0,0.0,0.0
416,68.0,39.0,222.0,1676.06,3353.0,0.0,0.0
417,68.0,40.0,64.0,1506.38,1517.0,0.0,0.0
418,68.0,30.0,96.0,888.375,115.0,0.0,0.0
419,79.0,28.0,8.0,993.75,610.0,0.0,0.0
420,79.0,8.0,18.0,135.938,154.0,0.0,0.0
421,89.0,1.0,0.0,856.125,113.0,0.0,0.0
422,89.0,1.0,1.0,951.938,81.0,0.0,0.0
423,89.0,3.0,1.0,784.875,94.0,0.0,0.0
424,89.0,5.0,0.0,786.188,105.0,0.0,0.0
425,89.0,5.0,2.0,254.438,90.0,0.0,0.0
426,89.0,15.0,106.0,1296.56,91.0,0.0,0.0
427,89.0,9.0,0.0,681.75,98.0,0.0,0.0
428,89.0,9.0,1.0,199.125,81.0,0.0,0.0
429,89.0,9.0,3.0,877.688,82.0,0.0,0.0
430,89.0,9.0,4.0,868.5,138.0,0.0,0.0
431,89.0,9.0,5.0,867.562,96.0,0.0,0.0
432,89.0,9.0,7.0,864.75,82.0,0.0,0.0
433,89.0,11.0,3.0,873.188,98.0,0.0,0.0
434,89.0,11.0,4.0,870.375,84.0,0.0,0.0
435,89.0,13.0,5.0,861.75,89.0,0.0,0.0
436,89.0,1.0,15.0,782.438,103.0,0.0,0.0
437,89.0,3.0,8.0,1742.25,88.0,0.0,0.0
438,89.0,7.0,9.0,255.562,108.0,0.0,0.0
439,89.0,7.0,11.0,925.5,93.0,0.0,0.0
440,89.0,7.0,13.0,928.125,118.0,0.0,0.0
441,89.0,13.0,8.0,806.438,26706.0,0.0,0.0
442,89.0,13.0,9.0,844.5,11590.0,0.0,0.0
443,89.0,13.0,13.0,870.938,97.0,0.0,0.0
444,89.0,15.0,12.0,843.375,96.0,0.0,0.0
445,89.0,15.0,15.0,855.938,92.0,0.0,0.0
446,89.0,17.0,10.0,848.625,85.0,0.0,0.0
447,89.0,9.0,8.0,867.75,109.0,0.0,0.0
448,89.0,9.0,9.0,786.562,84.0,0.0,0.0
449,89.0,9.0,10.0,879.375,106.0,0.0,0.0
450,89.0,9.0,11.0,857.25,115.0,0.0,0.0
451,89.0,9.0,13.0,905.062,120.0,0.0,0.0
452,89.0,11.0,9.0,853.875,92.0,0.0,0.0
453,89.0,11.0,11.0,867.75,91.0,0.0,0.0
