0,1,2,3,4,5,6
37.0,31.0,146.0,1916.62,4222.0,0.0,0.0
37.0,3.0,51.0,736.312,114.0,0.0,0.0
37.0,33.0,209.0,1175.44,15084.0,0.0,0.0
46.0,1.0,0.0,423.938,505.0,0.0,0.0
46.0,3.0,0.0,255.562,410.0,0.0,0.0
46.0,1.0,15.0,659.438,138.0,0.0,0.0
46.0,7.0,54.0,472.312,435.0,0.0,0.0
46.0,3.0,34.0,533.625,5527.0,0.0,0.0
46.0,5.0,48.0,486.188,388.0,0.0,0.0
46.0,5.0,50.0,444.75,341.0,0.0,0.0
46.0,7.0,56.0,420.0,377.0,0.0,0.0
46.0,1.0,35.0,531.562,148.0,0.0,0.0
46.0,1.0,36.0,420.562,183.0,0.0,0.0
46.0,1.0,37.0,409.125,199.0,0.0,0.0
46.0,1.0,38.0,446.438,474.0,0.0,0.0
46.0,3.0,42.0,474.938,242.0,0.0,0.0
46.0,3.0,44.0,439.125,502.0,0.0,0.0
46.0,5.0,60.0,555.188,417.0,0.0,0.0
46.0,7.0,67.0,463.125,907.0,0.0,0.0
46.0,7.0,69.0,603.75,578.0,0.0,0.0
46.0,7.0,70.0,697.875,160.0,0.0,0.0
46.0,9.0,56.0,649.5,929.0,0.0,0.0
46.0,9.0,57.0,506.25,1379.0,0.0,0.0
46.0,9.0,63.0,970.5,82.0,0.0,0.0
46.0,11.0,68.0,917.25,250.0,0.0,0.0
46.0,11.0,69.0,575.25,1905.0,0.0,0.0
46.0,11.0,70.0,532.312,1399.0,0.0,0.0
46.0,11.0,71.0,599.812,1675.0,0.0,0.0
46.0,1.0,40.0,427.125,270.0,0.0,0.0
46.0,1.0,41.0,83.625,987.0,0.0,0.0
46.0,1.0,42.0,131.438,1101.0,0.0,0.0
46.0,1.0,43.0,132.188,735.0,0.0,0.0
46.0,3.0,50.0,161.062,290.0,0.0,0.0
46.0,3.0,51.0,233.062,265.0,0.0,0.0
46.0,3.0,52.0,226.875,1131.0,0.0,0.0
46.0,3.0,53.0,394.875,3279.0,0.0,0.0
46.0,3.0,54.0,130.875,1550.0,0.0,0.0
46.0,3.0,55.0,398.812,776.0,0.0,0.0
46.0,9.0,64.0,405.562,2834.0,0.0,0.0
46.0,9.0,65.0,898.688,126.0,0.0,0.0
46.0,0.0,4.0,188.25,89.0,0.0,0.0
46.0,22.0,15.0,728.812,143.0,0.0,0.0
46.0,0.0,9.0,612.188,139.0,0.0,0.0
46.0,0.0,10.0,513.188,81.0,0.0,0.0
46.0,0.0,11.0,345.375,151.0,0.0,0.0
46.0,0.0,12.0,755.25,297.0,0.0,0.0
46.0,0.0,13.0,663.938,241.0,0.0,0.0
46.0,0.0,14.0,533.438,452.0,0.0,0.0
46.0,0.0,15.0,1115.25,174.0,0.0,0.0
46.0,18.0,12.0,733.125,209.0,0.0,0.0
46.0,20.0,17.0,708.938,219.0,0.0,0.0
46.0,20.0,18.0,767.812,190.0,0.0,0.0
46.0,20.0,27.0,826.688,243.0,0.0,0.0
46.0,20.0,29.0,827.062,198.0,0.0,0.0
46.0,24.0,12.0,582.938,13307.0,0.0,0.0
46.0,24.0,13.0,669.562,3705.0,0.0,0.0
46.0,26.0,9.0,687.188,109.0,0.0,0.0
46.0,26.0,10.0,679.5,108.0,0.0,0.0
46.0,26.0,11.0,675.0,86.0,0.0,0.0
46.0,26.0,12.0,80.0625,178.0,0.0,0.0
46.0,30.0,25.0,755.25,180.0,0.0,0.0
46.0,24.0,25.0,781.875,90.0,0.0,0.0
46.0,26.0,25.0,786.562,93.0,0.0,0.0
46.0,24.0,90.0,783.938,156.0,0.0,0.0
46.0,42.0,137.0,325.688,192.0,0.0,0.0
46.0,2.0,36.0,697.688,113.0,0.0,0.0
46.0,2.0,37.0,471.0,134.0,0.0,0.0
46.0,2.0,38.0,599.438,196.0,0.0,0.0
46.0,8.0,55.0,463.125,1695.0,0.0,0.0
46.0,4.0,42.0,575.812,459.0,0.0,0.0
46.0,4.0,44.0,391.688,386.0,0.0,0.0
46.0,6.0,53.0,418.312,318.0,0.0,0.0
46.0,6.0,55.0,551.062,443.0,0.0,0.0
46.0,14.0,81.0,52.6875,209.0,0.0,0.0
46.0,8.0,56.0,953.625,114.0,0.0,0.0
46.0,10.0,66.0,515.062,1555.0,0.0,0.0
46.0,10.0,67.0,401.25,2660.0,0.0,0.0
46.0,10.0,68.0,577.125,1510.0,0.0,0.0
46.0,10.0,69.0,730.312,235.0,0.0,0.0
46.0,10.0,70.0,644.438,920.0,0.0,0.0
46.0,10.0,71.0,531.562,1938.0,0.0,0.0
46.0,12.0,76.0,546.375,2535.0,0.0,0.0
46.0,0.0,37.0,646.875,99.0,0.0,0.0
46.0,0.0,39.0,510.0,200.0,0.0,0.0
46.0,2.0,42.0,403.688,347.0,0.0,0.0
46.0,2.0,43.0,403.125,345.0,0.0,0.0
46.0,2.0,44.0,444.562,286.0,0.0,0.0
46.0,2.0,45.0,408.0,703.0,0.0,0.0
46.0,2.0,46.0,414.75,394.0,0.0,0.0
46.0,2.0,47.0,548.438,533.0,0.0,0.0
46.0,4.0,53.0,458.625,557.0,0.0,0.0
46.0,6.0,67.0,431.438,667.0,0.0,0.0
46.0,6.0,69.0,424.312,604.0,0.0,0.0
46.0,10.0,72.0,421.875,2115.0,0.0,0.0
46.0,10.0,73.0,573.188,2926.0,0.0,0.0
46.0,8.0,64.0,567.562,1607.0,0.0,0.0
46.0,8.0,65.0,637.5,1049.0,0.0,0.0
57.0,20.0,33.0,94.125,109.0,0.0,0.0
57.0,20.0,34.0,50.4375,125.0,0.0,0.0
57.0,24.0,46.0,165.562,103.0,0.0,0.0
57.0,0.0,21.0,142.125,147.0,0.0,0.0
57.0,0.0,22.0,162.0,116.0,0.0,0.0
57.0,22.0,58.0,99.375,107.0,0.0,0.0
57.0,2.0,26.0,105.0,329.0,0.0,0.0
57.0,2.0,27.0,285.0,254.0,0.0,0.0
57.0,18.0,74.0,166.125,96.0,0.0,0.0
57.0,22.0,77.0,1324.69,101.0,0.0,0.0
57.0,0.0,24.0,74.25,1190.0,0.0,0.0
57.0,1.0,1.0,1718.44,85.0,0.0,0.0
57.0,3.0,0.0,326.812,107.0,0.0,0.0
57.0,3.0,2.0,684.938,104.0,0.0,0.0
57.0,3.0,3.0,685.312,91.0,0.0,0.0
57.0,5.0,0.0,1670.81,107.0,0.0,0.0
57.0,5.0,1.0,685.688,84.0,0.0,0.0
57.0,5.0,2.0,809.812,105.0,0.0,0.0
57.0,9.0,5.0,678.562,95.0,0.0,0.0
57.0,21.0,156.0,486.375,105.0,0.0,0.0
57.0,1.0,12.0,1045.31,109.0,0.0,0.0
57.0,1.0,15.0,110.625,84.0,0.0,0.0
57.0,3.0,8.0,710.062,115.0,0.0,0.0
57.0,3.0,9.0,707.062,85.0,0.0,0.0
57.0,3.0,10.0,657.75,150.0,0.0,0.0
57.0,3.0,11.0,683.438,134.0,0.0,0.0
57.0,3.0,12.0,738.75,85.0,0.0,0.0
57.0,3.0,13.0,717.375,86.0,0.0,0.0
57.0,5.0,11.0,975.562,96.0,0.0,0.0
57.0,9.0,11.0,678.938,109.0,0.0,0.0
57.0,13.0,18.0,463.875,136.0,0.0,0.0
57.0,13.0,19.0,1587.38,129.0,0.0,0.0
57.0,3.0,16.0,769.5,88.0,0.0,0.0
57.0,3.0,17.0,1036.12,98.0,0.0,0.0
57.0,3.0,19.0,695.25,97.0,0.0,0.0
57.0,5.0,19.0,757.125,84.0,0.0,0.0
57.0,5.0,21.0,903.188,105.0,0.0,0.0
57.0,7.0,19.0,1664.25,123.0,0.0,0.0
57.0,7.0,25.0,1048.5,110.0,0.0,0.0
57.0,7.0,31.0,987.375,81.0,0.0,0.0
57.0,9.0,17.0,657.562,114.0,0.0,0.0
57.0,9.0,19.0,531.938,133.0,0.0,0.0
57.0,9.0,21.0,198.188,129.0,0.0,0.0
57.0,9.0,23.0,198.938,130.0,0.0,0.0
57.0,39.0,57.0,706.875,103.0,0.0,0.0
57.0,1.0,22.0,89.8125,253.0,0.0,0.0
57.0,1.0,23.0,505.5,838.0,0.0,0.0
57.0,5.0,24.0,1047.75,115.0,0.0,0.0
57.0,5.0,25.0,616.125,91.0,0.0,0.0
57.0,9.0,24.0,678.0,98.0,0.0,0.0
57.0,9.0,25.0,676.688,107.0,0.0,0.0
57.0,9.0,29.0,726.375,120.0,0.0,0.0
57.0,23.0,48.0,604.125,125.0,0.0,0.0
57.0,5.0,38.0,662.25,91.0,0.0,0.0
57.0,5.0,41.0,356.25,105.0,0.0,0.0
57.0,7.0,55.0,1890.56,102.0,0.0,0.0
57.0,9.0,45.0,736.875,131.0,0.0,0.0
57.0,9.0,46.0,1741.31,97.0,0.0,0.0
57.0,17.0,67.0,783.0,94.0,0.0,0.0
57.0,17.0,68.0,135.188,81.0,0.0,0.0
57.0,1.0,24.0,215.25,281.0,0.0,0.0
57.0,1.0,25.0,128.812,270.0,0.0,0.0
57.0,1.0,26.0,131.25,286.0,0.0,0.0
57.0,1.0,27.0,201.375,1518.0,0.0,0.0
57.0,1.0,30.0,768.938,128.0,0.0,0.0
57.0,1.0,31.0,353.25,107.0,0.0,0.0
57.0,7.0,56.0,798.375,82.0,0.0,0.0
57.0,7.0,57.0,895.125,98.0,0.0,0.0
57.0,7.0,58.0,798.938,152.0,0.0,0.0
57.0,11.0,49.0,698.25,107.0,0.0,0.0
57.0,11.0,51.0,736.312,92.0,0.0,0.0
57.0,9.0,48.0,776.625,114.0,0.0,0.0
57.0,9.0,49.0,679.875,94.0,0.0,0.0
57.0,9.0,50.0,756.75,100.0,0.0,0.0
57.0,9.0,55.0,710.812,131.0,0.0,0.0
57.0,3.0,47.0,923.625,627.0,0.0,0.0
57.0,7.0,67.0,644.438,87.0,0.0,0.0
57.0,9.0,57.0,1395.75,108.0,0.0,0.0
57.0,9.0,58.0,1345.88,117.0,0.0,0.0
57.0,11.0,67.0,1364.62,128.0,0.0,0.0
57.0,1.0,40.0,1504.69,110.0,0.0,0.0
57.0,1.0,41.0,635.812,105.0,0.0,0.0
57.0,3.0,53.0,662.812,86.0,0.0,0.0
57.0,3.0,54.0,111.375,128.0,0.0,0.0
57.0,3.0,55.0,208.312,99.0,0.0,0.0
57.0,5.0,64.0,663.375,118.0,0.0,0.0
57.0,5.0,66.0,160.5,141.0,0.0,0.0
57.0,5.0,67.0,660.0,91.0,0.0,0.0
57.0,5.0,68.0,664.125,83.0,0.0,0.0
57.0,5.0,70.0,685.125,101.0,0.0,0.0
57.0,11.0,74.0,610.125,113.0,0.0,0.0
57.0,11.0,76.0,582.188,124.0,0.0,0.0
57.0,11.0,77.0,629.625,89.0,0.0,0.0
57.0,11.0,78.0,706.125,140.0,0.0,0.0
57.0,11.0,79.0,659.438,87.0,0.0,0.0
57.0,9.0,68.0,705.562,109.0,0.0,0.0
57.0,9.0,69.0,156.0,98.0,0.0,0.0
57.0,9.0,71.0,727.875,85.0,0.0,0.0
57.0,9.0,72.0,678.188,93.0,0.0,0.0
57.0,9.0,73.0,723.188,100.0,0.0,0.0
57.0,9.0,75.0,676.875,87.0,0.0,0.0
57.0,11.0,80.0,1373.81,127.0,0.0,0.0
57.0,15.0,101.0,188.25,115.0,0.0,0.0
68.0,29.0,96.0,828.188,83.0,0.0,0.0
68.0,39.0,222.0,1676.06,3353.0,0.0,0.0
68.0,40.0,64.0,1506.38,1517.0,0.0,0.0
68.0,30.0,96.0,888.375,115.0,0.0,0.0
79.0,28.0,8.0,993.75,610.0,0.0,0.0
79.0,8.0,18.0,135.938,154.0,0.0,0.0
89.0,1.0,0.0,856.125,113.0,0.0,0.0
89.0,1.0,1.0,951.938,81.0,0.0,0.0
89.0,3.0,1.0,784.875,94.0,0.0,0.0
89.0,5.0,0.0,786.188,105.0,0.0,0.0
89.0,5.0,2.0,254.438,90.0,0.0,0.0
89.0,15.0,106.0,1296.56,91.0,0.0,0.0
89.0,9.0,0.0,681.75,98.0,0.0,0.0
89.0,9.0,1.0,199.125,81.0,0.0,0.0
89.0,9.0,3.0,877.688,82.0,0.0,0.0
89.0,9.0,4.0,868.5,138.0,0.0,0.0
89.0,9.0,5.0,867.562,96.0,0.0,0.0
89.0,9.0,7.0,864.75,82.0,0.0,0.0
89.0,11.0,3.0,873.188,98.0,0.0,0.0
89.0,11.0,4.0,870.375,84.0,0.0,0.0
89.0,13.0,5.0,861.75,89.0,0.0,0.0
89.0,1.0,15.0,782.438,103.0,0.0,0.0
89.0,3.0,8.0,1742.25,88.0,0.0,0.0
89.0,7.0,9.0,255.562,108.0,0.0,0.0
89.0,7.0,11.0,925.5,93.0,0.0,0.0
89.0,7.0,13.0,928.125,118.0,0.0,0.0
89.0,13.0,8.0,806.438,26706.0,0.0,0.0
89.0,13.0,9.0,844.5,11590.0,0.0,0.0
89.0,13.0,13.0,870.938,97.0,0.0,0.0
89.0,15.0,12.0,843.375,96.0,0.0,0.0
89.0,15.0,15.0,855.938,92.0,0.0,0.0
89.0,17.0,10.0,848.625,85.0,0.0,0.0
89.0,9.0,8.0,867.75,109.0,0.0,0.0
89.0,9.0,9.0,786.562,84.0,0.0,0.0
89.0,9.0,10.0,879.375,106.0,0.0,0.0
89.0,9.0,11.0,857.25,115.0,0.0,0.0
89.0,9.0,13.0,905.062,120.0,0.0,0.0
89.0,11.0,9.0,853.875,92.0,0.0,0.0
89.0,11.0,11.0,867.75,91.0,0.0,0.0
89.0,11.0,12.0,870.75,90.0,0.0,0.0
89.0,11.0,13.0,881.062,96.0,0.0,0.0
89.0,11.0,14.0,900.938,89.0,0.0,0.0
89.0,11.0,15.0,903.938,113.0,0.0,0.0
89.0,13.0,18.0,917.438,80.0,0.0,0.0
89.0,15.0,16.0,878.438,93.0,0.0,0.0
89.0,3.0,16.0,148.125,94.0,0.0,0.0
89.0,3.0,17.0,817.875,86.0,0.0,0.0
89.0,5.0,16.0,204.75,111.0,0.0,0.0
89.0,5.0,17.0,1692.38,119.0,0.0,0.0
89.0,5.0,20.0,975.375,131.0,0.0,0.0
89.0,5.0,21.0,781.875,86.0,0.0,0.0
89.0,7.0,26.0,866.062,88.0,0.0,0.0
89.0,7.0,27.0,263.812,138.0,0.0,0.0
89.0,7.0,29.0,196.125,162.0,0.0,0.0
89.0,7.0,31.0,1731.38,104.0,0.0,0.0
89.0,9.0,16.0,606.375,108.0,0.0,0.0
89.0,9.0,19.0,173.062,142.0,0.0,0.0
89.0,9.0,21.0,172.875,96.0,0.0,0.0
89.0,9.0,23.0,175.688,90.0,0.0,0.0
89.0,35.0,40.0,175.5,4275.0,0.0,0.0
89.0,1.0,22.0,154.5,297.0,0.0,0.0
89.0,1.0,23.0,296.812,308.0,0.0,0.0
89.0,5.0,24.0,745.125,145.0,0.0,0.0
89.0,5.0,25.0,830.438,102.0,0.0,0.0
89.0,5.0,27.0,1680.56,144.0,0.0,0.0
89.0,7.0,35.0,203.812,168.0,0.0,0.0
89.0,7.0,37.0,1739.62,114.0,0.0,0.0
89.0,7.0,39.0,205.5,130.0,0.0,0.0
89.0,9.0,24.0,102.0,90.0,0.0,0.0
89.0,9.0,27.0,893.625,143.0,0.0,0.0
89.0,9.0,28.0,798.375,165.0,0.0,0.0
89.0,13.0,32.0,1301.25,128.0,0.0,0.0
89.0,31.0,74.0,1528.88,4183.0,0.0,0.0
89.0,5.0,34.0,592.688,120.0,0.0,0.0
