,nRt,nRA,nLt,nLA
2172,21.5187,255.0,175.298,155.0
2173,122.79799999999999,149.0,152.62,161.0
2174,93.1821,1502.0,243.331,1127.0
2175,44.4129,6041.0,93.1821,1502.0
2176,103.67299999999999,2918.0,569.038,228.0
2177,229.11,1346.0,,
2178,518.048,314.0,1575.19,1000.0
2179,1479.94,6987.0,229.11,1346.0
2180,1482.38,12702.0,518.048,314.0
2181,1507.88,10160.0,1479.94,6987.0
2182,1503.0,10107.0,1482.38,12702.0
2183,1495.88,10278.0,1507.88,10160.0
2184,1491.19,8718.0,1503.0,10107.0
2185,236.403,1792.0,1495.88,10278.0
2186,5.61001,2059.0,1491.19,8718.0
2187,131.61,1346.0,1242.38,9105.0
2188,62.0571,1363.0,466.875,90.0
2189,164.985,1322.0,,
2190,17.61,469.0,163.653,179.0
2191,3.5571099999999998,269.0,125.413,190.0
2192,132.745,3806.0,65.0379,1638.0
2193,1480.5,15451.0,,
2194,20.7975,1897.0,1483.69,13060.0
2195,1.11001,1818.0,1480.5,15451.0
2196,1547.62,12601.0,20.7975,1897.0
2197,1559.44,13455.0,1.11001,1818.0
2198,1699.31,2258.0,1547.62,12601.0
2199,,,455.225,967.0
2200,223.86,954.0,,
2201,266.985,1297.0,1549.69,4011.0
2202,1597.31,4158.0,1559.44,13455.0
2203,1536.0,5519.0,1699.31,2258.0
2204,1548.75,5208.0,1597.31,4158.0
2205,194.61,1982.0,1536.0,5519.0
2206,292.466,302.0,1548.75,5208.0
2207,26.235,1276.0,246.903,2031.0
2208,318.932,215.0,114.182,227.0
2209,641.975,113.0,60.5571,239.0
2210,54.5379,241.0,56.2446,185.0
2211,87.1725,594.0,41.0571,803.0
2212,33.3696,209.0,87.1725,594.0
2213,4.8408,1402.0,347.235,364.0
2214,,,19.6725,1177.0
2215,152.43200000000002,378.0,,
2216,9.18211,317.0,62.61,227.0
2217,47.7783,214.0,152.43200000000002,378.0
2218,62.2446,757.0,9.18211,317.0
2219,171.37,295.0,47.7783,214.0
2220,14.8071,368.0,62.2446,757.0
2221,27.7446,512.0,171.37,295.0
2222,73.8792,394.0,54.5379,241.0
2223,36.7446,506.0,162.764,286.0
2224,23.7975,509.0,73.8792,394.0
2225,21.7254,384.0,36.7446,506.0
2226,,,140.423,1953.0
2227,269.985,282.0,158.442,1425.0
2228,200.80700000000002,305.0,692.61,129.0
2229,0.912904,442.0,269.985,282.0
2230,33.3696,337.0,200.80700000000002,305.0
2231,289.298,137.0,0.912904,442.0
2232,68.5603,354.0,94.1388,336.0
2233,160.11,180.0,131.442,462.0
2234,65.2446,1738.0,289.307,1016.0
2235,178.87,2104.0,224.62,1878.0
2236,74.7975,1995.0,,
2237,239.438,123.0,444.745,402.0
2238,,,249.067,1596.0
2239,122.995,726.0,107.04799999999999,248.0
2240,7.307110000000001,449.0,167.995,282.0
2241,695.057,239.0,167.995,2357.0
2242,130.278,2467.0,283.269,682.0
2244,46.8696,2110.0,67.9306,849.0
2245,42.5379,1207.0,8.05711,757.0
2246,175.298,155.0,77.0283,235.0
2247,152.62,161.0,148.298,334.0
2248,21.5187,255.0,175.298,155.0
2249,122.79799999999999,149.0,152.62,161.0
2250,142.30700000000002,245.0,36.735,372.0
2251,70.4946,375.0,191.05700000000002,403.0
2252,26.0187,537.0,272.58099999999996,354.0
2253,77.6196,766.0,149.43200000000002,956.0
2254,139.68200000000002,807.0,134.995,867.0
2255,3.7446099999999998,345.0,26.0187,537.0
2256,155.769,166.0,139.68200000000002,807.0
2257,100.84100000000001,651.0,3.7446099999999998,345.0
2258,81.3696,747.0,100.84100000000001,651.0
2259,1653.75,209.0,36.1821,1092.0
2260,144.55700000000002,1093.0,77.6196,766.0
2261,7.119610000000001,608.0,1653.75,209.0
2262,1773.56,1252.0,144.55700000000002,1093.0
2263,21.7062,387.0,7.119610000000001,608.0
2264,5.7783,743.0,1773.56,1252.0
2265,62.0571,1182.0,21.7062,387.0
2266,,,289.298,137.0
2267,157.66299999999998,318.0,,
2268,124.682,95.0,269.807,353.0
2269,3.5571099999999998,269.0,125.413,190.0
2270,113.235,419.0,183.894,104.0
2271,13.6821,330.0,95.2446,341.0
2272,661.8789999999999,172.0,247.125,87.0
2273,40.6821,2416.0,302.975,1062.0
2274,-0.389992,1574.0,1429.88,101.0
2275,0.5571119999999999,587.0,9.5379,696.0
2276,126.706,422.0,81.7446,709.0
2277,143.245,395.0,0.5571119999999999,587.0
2278,7.869610000000001,301.0,126.706,422.0
2279,1800.94,401.0,143.245,395.0
2280,119.206,295.0,7.869610000000001,301.0
2281,188.03799999999998,857.0,303.37,157.0
2282,65.8071,753.0,112.68799999999999,440.0
2283,78.5475,681.0,188.03799999999998,857.0
2284,174.144,548.0,65.8071,753.0
2285,187.46599999999998,899.0,78.5475,681.0
2286,56.5908,771.0,174.144,548.0
2287,200.048,1242.0,310.663,644.0
2288,247.298,755.0,100.87,417.0
2289,167.995,282.0,207.519,137.0
2290,173.43200000000002,254.0,113.235,419.0
2291,78.3696,347.0,173.43200000000002,254.0
2292,23.8071,324.0,3.3696099999999998,407.0
2293,164.028,762.0,78.3696,347.0
2294,150.173,417.0,23.8071,324.0
2295,73.2975,355.0,164.028,762.0
2296,167.995,2357.0,39.1725,2797.0
2297,167.21599999999998,2009.0,695.057,239.0
2298,326.384,220.0,150.173,417.0
2299,181.87900000000002,586.0,151.68200000000002,714.0
2300,292.307,208.0,153.93200000000002,630.0
2301,6.5379,524.0,314.442,180.0
2302,29.0475,332.0,189.192,639.0
2303,102.874,269.0,45.1725,704.0
2304,74.8167,944.0,55.2495,384.0
2305,,,41.343999999999994,1196.0
2306,21.5187,255.0,175.298,155.0
2307,180.55700000000002,353.0,176.778,412.0
2308,170.245,835.0,102.874,269.0
2309,23.4321,595.0,74.8167,944.0
2310,73.4946,1147.0,170.245,835.0
2311,169.86,759.0,23.4321,595.0
2312,75.9321,511.0,73.4946,1147.0
2313,183.93200000000002,344.0,169.86,759.0
2314,123.34100000000001,502.0,12.7254,431.0
2315,69.9225,427.0,859.5,3176.0
2316,33.5571,386.0,123.34100000000001,502.0
2317,483.35,133.0,325.688,192.0
2318,309.725,731.0,1285.12,489.0
2319,182.868,152.0,83.6806,284.0
2320,207.75400000000002,331.0,8.680589999999999,396.0
2321,7.110010000000001,508.0,24.7254,481.0
2322,64.2495,546.0,64.1004,378.0
2323,134.235,300.0,326.778,199.0
2324,167.03799999999998,160.0,13.6821,330.0
2325,153.16299999999998,294.0,42.7446,666.0
2326,91.6533,692.0,167.03799999999998,160.0
2327,318.932,215.0,114.182,227.0
2328,152.43200000000002,378.0,,
2329,9.18211,317.0,62.61,227.0
2330,125.057,1481.0,,
2331,262.437,1233.0,312.182,1059.0
2332,152.62,161.0,148.298,334.0
2333,21.5187,255.0,175.298,155.0
2334,122.79799999999999,149.0,152.62,161.0
2335,36.735,372.0,27.9321,372.0
2336,191.05700000000002,403.0,32.2254,140.0
2337,142.30700000000002,245.0,36.735,372.0
2338,70.4946,375.0,191.05700000000002,403.0
2339,136.87,1224.0,284.057,1177.0
2340,215.62,2387.0,384.745,1153.0
2341,15.5571,374.0,122.79799999999999,149.0
2342,192.55700000000002,296.0,34.1196,352.0
2343,160.85,173.0,15.5571,374.0
2344,73.6725,360.0,192.55700000000002,296.0
2345,114.163,377.0,160.85,173.0
2346,727.87,147.0,37.8696,2276.0
2347,157.673,1764.0,268.682,1806.0
2348,692.61,129.0,772.831,122.0
2349,269.985,282.0,158.442,1425.0
2350,200.80700000000002,305.0,692.61,129.0
2351,0.912904,442.0,269.985,282.0
2352,33.3696,337.0,200.80700000000002,305.0
2353,229.475,893.0,55.6629,935.0
2354,,,225.36,1568.0
2355,201.37,201.0,56.4321,229.0
2356,97.2879,520.0,,
2357,1536.0,14755.0,165.36,1369.0
2358,556.688,334.0,80.0283,1735.0
2359,178.84099999999998,1285.0,1.2687,1520.0
2360,254.80700000000002,2812.0,,
2361,281.413,1963.0,,
2362,139.692,976.0,,
2363,68.0571,1021.0,139.673,1816.0
2364,315.735,89.0,68.0571,1021.0
2365,199.812,763.0,10.9306,1090.0
2366,207.519,137.0,17.61,469.0
2367,236.235,1299.0,199.812,763.0
2368,523.682,283.0,661.8789999999999,172.0
2369,56.7783,1468.0,99.5571,5526.0
2371,174.144,548.0,65.8071,753.0
2372,15.9417,666.0,43.11,934.0
2373,5.80711,1335.0,0.922508,1064.0
2374,58.6629,1516.0,2.9562,2095.0
2375,107.04799999999999,248.0,3.5571099999999998,269.0
2376,167.995,282.0,207.519,137.0
2377,122.995,726.0,107.04799999999999,248.0
2378,7.307110000000001,449.0,167.995,282.0
2379,177.173,231.0,122.995,726.0
2380,10.4658,328.0,7.307110000000001,449.0
2381,506.225,107.0,177.173,231.0
2382,16.6725,186.0,10.4658,328.0
2383,161.20600000000002,677.0,75.9225,603.0
2384,167.21599999999998,2009.0,695.057,239.0
2385,296.769,1150.0,104.245,1711.0
2386,156.55700000000002,1057.0,233.21599999999998,937.0
2387,65.7975,1206.0,5.80711,1335.0
2388,622.85,114.0,156.55700000000002,1057.0
2389,126.37,1269.0,320.413,1163.0
2390,244.269,780.0,268.259,437.0
2391,10.5042,1196.0,126.37,1269.0
2392,180.36,1800.0,39.7446,3068.0
2393,174.91299999999998,419.0,506.225,107.0
2394,1916.81,146.0,164.05700000000002,2354.0
2395,6.735010000000001,1621.0,30.735,5261.0
2396,81.5091,537.0,228.53799999999998,983.0
2397,89.6292,1874.0,174.745,2057.0
2398,273.144,811.0,89.6292,1874.0
2399,317.038,949.0,346.11,948.0
2400,190.12,297.0,75.9225,346.0
2401,16.1196,654.0,64.6917,583.0
2402,173.235,504.0,190.12,297.0
2403,169.081,537.0,16.1196,654.0
2404,679.688,656.0,173.235,504.0
2405,67.0908,341.0,6.36961,266.0
2406,176.41299999999998,912.0,118.1,874.0
2407,61.4754,1161.0,840.932,124.0
2408,137.03799999999998,884.0,338.6,391.0
2409,90.9129,1074.0,64.4466,658.0
2410,292.475,777.0,1841.81,210.0
2411,883.475,188.0,103.822,722.0
2412,42.3696,2466.0,235.495,1755.0
2413,318.932,215.0,114.182,227.0
2414,33.3696,209.0,87.1725,594.0
2415,9.18211,317.0,62.61,227.0
2416,47.7783,214.0,152.43200000000002,378.0
2417,62.2446,757.0,9.18211,317.0
2418,171.37,295.0,47.7783,214.0
2419,27.7446,512.0,171.37,295.0
2420,73.8792,394.0,54.5379,241.0
2421,23.7975,509.0,73.8792,394.0
2422,7.494610000000001,411.0,25.6821,446.0
2423,33.7158,505.0,15.3696,665.0
2424,59.985,1451.0,188.995,1236.0
2425,257.937,1086.0,239.41299999999998,1534.0
2426,8.25422,1160.0,236.937,509.0
2427,77.4225,1433.0,153.548,1043.0
2428,29.6196,2300.0,-0.202492,1505.0
2429,73.6725,360.0,192.55700000000002,296.0
2430,7.6437,352.0,73.6725,360.0
2431,529.688,4489.0,,
2432,,,200.96599999999998,1144.0
2433,62.2446,407.0,192.91299999999998,237.0
2434,101.06700000000001,1918.0,24.1725,1404.0
2435,21.9321,2356.0,72.0042,1956.0
2436,,,174.173,1410.0
2437,110.807,242.0,,
2438,114.182,227.0,17.61,346.0
2439,318.932,215.0,114.182,227.0
2440,152.43200000000002,378.0,,
2441,9.18211,317.0,62.61,227.0
2442,14.8071,368.0,62.2446,757.0
2444,136.653,1035.0,,
2445,76.4754,1523.0,475.68800000000005,1105.0
2446,336.903,799.0,44.718999999999994,831.0
2447,75.7254,705.0,156.35,416.0
2448,,,289.298,137.0
2449,,,178.081,421.0
2450,62.8071,1656.0,4.11001,1912.0
2451,14.4225,1613.0,147.75,130.0
2452,87.1821,1026.0,62.8071,1656.0
2453,1.1004,1123.0,14.4225,1613.0
2454,175.30700000000002,2025.0,1.1004,1123.0
2455,245.62900000000002,2194.0,175.30700000000002,2025.0
2456,166.12,1136.0,600.182,393.0
2457,34.8504,1086.0,4.29751,2126.0
2458,432.153,541.0,379.87,437.0
2459,167.43200000000002,1709.0,34.8504,1086.0
2460,303.182,849.0,432.153,541.0
2461,249.75400000000002,1925.0,167.43200000000002,1709.0
2462,157.66299999999998,318.0,,
2463,56.4321,229.0,29.2446,229.0
2464,66.7158,249.0,157.66299999999998,318.0
2465,201.37,201.0,56.4321,229.0
2466,918.188,83.0,,
2467,281.413,1963.0,,
2468,,,8.0379,2985.0
2469,1296.75,115.0,,
2470,1506.38,90.0,263.975,1997.0
2471,,,926.812,97.0
2472,146.225,500.0,7.4754,682.0
2473,,,112.86,298.0
2474,64.4466,658.0,13.8696,1892.0
2475,157.66299999999998,318.0,,
2476,56.4321,229.0,29.2446,229.0
2477,66.7158,249.0,157.66299999999998,318.0
2478,112.181,535.0,975.562,96.0
2479,7.4754,1708.0,79.485,5715.0
2480,183.894,104.0,307.86,158.0
2481,280.485,324.0,38.235,274.0
2482,63.5379,1302.0,69.3696,1768.0
2483,81.7446,709.0,233.985,393.0
2484,107.04799999999999,248.0,3.5571099999999998,269.0
2485,140.995,2046.0,1494.94,95.0
2486,,,112.86,298.0
2487,273.37,1753.0,86.235,2891.0
2488,114.182,227.0,17.61,346.0
2489,199.12,480.0,113.807,1896.0
2490,19.8696,1889.0,1925.44,93.0
2491,249.36,949.0,,
2492,158.975,430.0,106.86,687.0
2493,11.1181,480.0,98.2254,728.0
2494,50.187,398.0,14.9754,1120.0
2495,236.937,509.0,99.735,1113.0
2496,144.993,980.0,313.688,134.0
2497,77.4225,1433.0,153.548,1043.0
2498,32.2254,140.0,180.55700000000002,353.0
2499,26.0187,537.0,272.58099999999996,354.0
2500,154.1,1068.0,145.485,693.0
2501,59.4321,1929.0,509.6,389.0
2502,123.182,2130.0,1898.06,731.0
2503,13.2975,1795.0,248.43200000000002,4933.0
2504,269.985,282.0,158.442,1425.0
2505,200.80700000000002,305.0,692.61,129.0
2506,0.912904,442.0,269.985,282.0
2507,33.3696,337.0,200.80700000000002,305.0
2508,167.118,505.0,580.495,479.0
2509,73.8792,394.0,54.5379,241.0
2510,244.673,1721.0,,
2511,180.55700000000002,353.0,176.778,412.0
2512,27.9321,372.0,70.6725,221.0
2513,134.995,867.0,455.43199999999996,109.0
2514,26.0187,537.0,272.58099999999996,354.0
2515,26.0475,325.0,80.6196,1630.0
2516,154.1,1068.0,145.485,693.0
2517,1653.75,209.0,36.1821,1092.0
2518,1242.38,9105.0,,
2519,1827.75,395.0,1488.94,699.0
2520,237.35,584.0,190.11,1853.0
2521,111.35,1175.0,56.985,502.0
2522,43.3071,2500.0,134.235,300.0
2523,183.894,104.0,307.86,158.0
2524,141.53799999999998,375.0,31.11,1062.0
2525,143.41299999999998,256.0,721.125,189.0
2526,38.235,274.0,141.53799999999998,375.0
2527,32.0571,800.0,143.41299999999998,256.0
2528,9.5379,696.0,51.3696,491.0
2529,81.7446,709.0,233.985,393.0
2530,126.706,422.0,81.7446,709.0
2532,167.245,957.0,126.745,1771.0
2533,4.8408,1402.0,347.235,364.0
2534,198.725,298.0,329.995,233.0
2536,73.2975,355.0,164.028,762.0
2537,584.019,235.0,8.638819999999999,2078.0
2538,97.2879,520.0,,
2539,3.1821099999999998,534.0,,
2540,48.5571,764.0,31.1196,463.0
2541,45.5475,466.0,119.432,184.0
2542,131.442,462.0,45.5475,466.0
2543,8.680589999999999,396.0,154.181,279.0
2544,64.2495,546.0,64.1004,378.0
2545,13.6821,330.0,95.2446,341.0
2546,180.562,3121.0,127.495,1526.0
2547,558.31,424.0,224.206,1161.0
2548,,,112.86,298.0
2549,64.6917,583.0,155.995,465.0
2550,16.1196,654.0,64.6917,583.0
2551,23.9754,474.0,0.254366,758.0
2552,63.735,323.0,23.9754,474.0
2553,128.80700000000002,514.0,59.0475,576.0
2554,67.0908,341.0,6.36961,266.0
2555,234.35,2086.0,737.25,97.0
2556,139.475,1152.0,83.6004,2262.0
2557,157.68200000000002,1876.0,185.245,1121.0
2558,37.1196,236.0,201.37,201.0
2559,37.6821,292.0,72.5571,93.0
2560,119.432,184.0,37.1196,236.0
2561,129.18200000000002,359.0,91.6821,834.0
2562,134.778,476.0,101.245,368.0
2563,19.2879,266.0,37.6821,292.0
2564,245.868,306.0,129.18200000000002,359.0
2565,154.181,279.0,134.778,476.0
2566,83.6806,284.0,245.868,306.0
2567,68.8071,2068.0,23.7687,2002.0
2568,333.93199999999996,1540.0,174.567,1505.0
2569,187.46599999999998,899.0,78.5475,681.0
2570,79.86,1285.0,120.52799999999999,1173.0
2571,606.182,275.0,200.048,1242.0
2572,14.8071,368.0,62.2446,757.0
2573,27.7446,512.0,171.37,295.0
2574,86.2446,446.0,14.8071,368.0
2575,98.4129,275.0,27.7446,512.0
2576,196.298,613.0,86.2446,446.0
2577,708.375,1266.0,,
2578,3.5571099999999998,269.0,125.413,190.0
2579,183.894,104.0,307.86,158.0
2580,181.66299999999998,409.0,43.3071,2500.0
2581,113.235,419.0,183.894,104.0
2582,122.995,726.0,107.04799999999999,248.0
2583,177.173,231.0,122.995,726.0
2584,10.4658,328.0,7.307110000000001,449.0
2585,506.225,107.0,177.173,231.0
2586,16.6725,186.0,10.4658,328.0
2587,145.30700000000002,585.0,181.66299999999998,409.0
2588,,,811.688,6617.0
2589,791.25,2898.0,,
2590,43.1196,677.0,10.2975,667.0
2591,34.1196,352.0,21.5187,255.0
2592,27.9321,372.0,70.6725,221.0
2593,32.2254,140.0,180.55700000000002,353.0
2594,36.735,372.0,27.9321,372.0
2595,191.05700000000002,403.0,32.2254,140.0
2596,142.30700000000002,245.0,36.735,372.0
2597,4.2783,429.0,70.4946,375.0
2598,15.5571,374.0,122.79799999999999,149.0
2599,192.55700000000002,296.0,34.1196,352.0
2600,160.85,173.0,15.5571,374.0
2601,73.6725,360.0,192.55700000000002,296.0
2602,114.163,377.0,160.85,173.0
2603,198.725,298.0,329.995,233.0
2604,69.735,358.0,4.2783,429.0
2605,50.6004,496.0,198.725,298.0
2606,,,598.288,243.0
2607,3.5571099999999998,269.0,125.413,190.0
2608,207.519,137.0,17.61,469.0
2609,134.235,300.0,326.778,199.0
2610,307.86,158.0,207.528,376.0
2611,43.3071,2500.0,134.235,300.0
2612,183.894,104.0,307.86,158.0
2613,181.66299999999998,409.0,43.3071,2500.0
2614,107.04799999999999,248.0,3.5571099999999998,269.0
2615,1073.62,994.0,101.96600000000001,1425.0
2616,270.173,2399.0,278.432,2147.0
2617,16.1196,654.0,64.6917,583.0
2618,173.235,504.0,190.12,297.0
2619,169.081,537.0,16.1196,654.0
2620,87.1725,594.0,41.0571,803.0
2621,84.1533,2420.0,46.8408,1620.0
2623,175.298,155.0,77.0283,235.0
2624,70.6725,221.0,289.08099999999996,116.0
2625,180.55700000000002,353.0,176.778,412.0
2626,16.11,2153.0,158.995,2167.0
2627,10.1196,1221.0,63.3696,2651.0
2628,27.9321,372.0,70.6725,221.0
2629,123.34100000000001,502.0,12.7254,431.0
2630,69.9225,427.0,859.5,3176.0
2631,33.5571,386.0,123.34100000000001,502.0
2632,455.43199999999996,109.0,69.9225,427.0
2633,272.58099999999996,354.0,33.5571,386.0
2634,134.995,867.0,455.43199999999996,109.0
2635,,,205.485,1242.0
2636,309.35,1077.0,118.67299999999999,1589.0
2637,136.85,1364.0,82.4946,1791.0
2638,190.12,297.0,75.9225,346.0
2639,23.1181,581.0,170.442,1577.0
2640,14.9754,1120.0,59.985,1451.0
2642,536.995,428.0,61.4754,1161.0
2643,52.8696,2954.0,210.519,537.0
2644,21.7254,384.0,36.7446,506.0
2645,66.687,232.0,23.7975,509.0
2646,108.745,345.0,21.7254,384.0
2647,29.0667,329.0,66.687,232.0
2648,116.01899999999999,1695.0,530.788,336.0
2649,42.9513,1568.0,236.25,7062.0
2650,,,79.11,1887.0
2651,77.0283,235.0,29.0667,329.0
2652,21.5187,255.0,175.298,155.0
2653,122.79799999999999,149.0,152.62,161.0
2654,34.1196,352.0,21.5187,255.0
2655,455.43199999999996,109.0,69.9225,427.0
2656,73.8408,1011.0,172.673,762.0
2657,15.5571,374.0,122.79799999999999,149.0
2658,192.55700000000002,296.0,34.1196,352.0
2659,160.85,173.0,15.5571,374.0
2660,73.6725,360.0,192.55700000000002,296.0
2661,114.163,377.0,160.85,173.0
2662,100.84100000000001,651.0,3.7446099999999998,345.0
2663,69.1629,1567.0,930.375,103.0
2664,180.91299999999998,1343.0,932.625,104.0
2665,0.912904,442.0,269.985,282.0
2667,1094.62,129.0,355.68199999999996,803.0
2668,71.0187,1249.0,,
2669,95.4225,1443.0,130.30700000000002,1473.0
2670,31.4562,2043.0,293.6,1430.0
2671,73.5138,1402.0,188.438,13212.0
2672,26.61,1940.0,369.725,1058.0
2673,8.0379,2985.0,194.048,2092.0
2674,37.4658,1183.0,,
2675,99.36,5278.0,50.985,1464.0
2676,197.048,2327.0,151.12,2978.0
2677,183.745,2217.0,35.3365,1817.0
2678,683.62,439.0,42.8937,1421.0
2679,64.969,1322.0,17.6388,1625.0
2680,40.8696,1421.0,64.969,1322.0
2681,280.485,324.0,38.235,274.0
2682,205.12,562.0,280.485,324.0
2683,7.869610000000001,301.0,126.706,422.0
2684,188.03799999999998,857.0,303.37,157.0
2685,75.0042,272.0,722.25,318.0
2686,301.673,602.0,1048.12,85.0
2687,883.475,188.0,103.822,722.0
2688,255.55700000000002,2579.0,,
2689,27.5475,1545.0,8.98501,1334.0
2690,577.514,927.0,263.95599999999996,2352.0
2691,582.331,93.0,43.3167,2855.0
2692,4.8408,1402.0,347.235,364.0
2693,118.67299999999999,1589.0,,
2694,536.995,428.0,61.4754,1161.0
2695,56.4321,229.0,29.2446,229.0
2696,201.37,201.0,56.4321,229.0
2697,159.903,682.0,49.3071,2297.0
2700,104.975,1888.0,254.245,1111.0
2701,75.9375,126.0,190.475,1582.0
2702,362.625,136.0,85.4946,1886.0
2703,5.05711,2356.0,75.9375,126.0
2704,67.8312,1124.0,21.3696,1797.0
2705,55.4946,156.0,135.93200000000002,374.0
2706,190.12,297.0,75.9225,346.0
2707,63.735,323.0,23.9754,474.0
2708,6.36961,266.0,63.735,323.0
2709,67.0908,341.0,6.36961,266.0
2710,,,75.2431,380.0
2711,,,5.05711,930.0
2712,647.61,146.0,59.3841,1012.0
2713,46.6629,356.0,195.192,748.0
2714,,,61.5556,437.0
2716,,,219.697,895.0
2717,104.44200000000001,450.0,62.2446,407.0
2718,178.081,421.0,46.3071,328.0
2719,365.43199999999996,159.0,49.485,539.0
2720,911.062,1560.0,148.11,1133.0
2721,51.7446,2739.0,224.048,992.0
2722,747.0,231.0,250.09099999999998,722.0
2723,132.37,1846.0,104.245,1640.0
2724,97.2879,520.0,,
2725,188.438,13212.0,817.1,133.0
2726,8.0379,2985.0,194.048,2092.0
2727,,,147.33100000000002,847.0
2728,67.4065,1115.0,73.5138,1402.0
2729,108.75399999999999,1204.0,17.0571,1557.0
2730,120.36,1975.0,67.4065,1115.0
2731,57.9225,1953.0,108.75399999999999,1204.0
2732,872.812,102.0,120.36,1975.0
2733,871.312,164.0,57.9225,1953.0
2734,857.062,132.0,872.812,102.0
2735,,,8.0379,2985.0
2736,307.407,468.0,158.95600000000002,1439.0
2737,333.094,2566.0,258.764,2369.0
2738,156.93200000000002,2472.0,307.407,468.0
2739,203.25400000000002,1603.0,333.094,2566.0
2740,62.4321,1327.0,152.028,1196.0
2741,118.67299999999999,1589.0,,
2742,309.35,1077.0,118.67299999999999,1589.0
2743,,,156.735,1446.0
2744,62.5908,2932.0,,
2745,28.6245,746.0,94.1806,1382.0
2746,153.173,999.0,871.312,164.0
2747,55.3681,1029.0,857.062,132.0
2748,866.812,85.0,153.173,999.0
2749,67.062,824.0,55.3681,1029.0
2750,51.735,2167.0,866.812,85.0
2751,734.975,95.0,67.062,824.0
2752,120.37899999999999,1467.0,51.735,2167.0
2753,194.43200000000002,2046.0,734.975,95.0
2754,875.062,83.0,203.25400000000002,1603.0
2755,861.562,201.0,238.86,2115.0
2756,251.78799999999998,1051.0,875.062,83.0
2757,217.86,1303.0,251.78799999999998,1051.0
2758,47.1181,3424.0,217.86,1303.0
2759,210.49900000000002,1712.0,40.8696,1421.0
2760,231.521,1550.0,210.49900000000002,1712.0
2761,128.03799999999998,1132.0,231.521,1550.0
2762,1465.31,95.0,120.54799999999999,2209.0
2763,236.235,1299.0,199.812,763.0
2764,169.12900000000002,2075.0,111.36,1795.0
2765,403.81199999999995,505.0,47.1181,3424.0
2766,131.985,1808.0,851.25,155.0
2767,218.975,1740.0,403.81199999999995,505.0
2768,224.25400000000002,1523.0,131.985,1808.0
2769,237.745,1593.0,218.975,1740.0
2770,203.245,3215.0,224.25400000000002,1523.0
2771,258.36,2588.0,237.745,1593.0
2772,1417.5,95.0,268.091,1481.0
2773,339.056,632.0,1417.5,95.0
2774,159.18200000000002,1948.0,472.81199999999995,369.0
2775,148.125,105.0,101.235,1188.0
2776,2.9946099999999998,4037.0,120.37899999999999,1467.0
2777,37.11,1896.0,194.43200000000002,2046.0
2778,285.182,1257.0,258.36,2588.0
2779,174.00400000000002,3056.0,206.798,1822.0
2780,96.1821,2161.0,159.18200000000002,1948.0
2781,56.61,1337.0,220.495,3226.0
2782,1470.19,135.0,52.1196,2111.0
2783,1458.0,84.0,212.74900000000002,791.0
2784,218.868,987.0,1458.0,84.0
2785,34.8696,2175.0,42.9129,1618.0
2786,224.62,1878.0,472.12,1082.0
2787,178.87,2104.0,224.62,1878.0
2788,333.93199999999996,1540.0,174.567,1505.0
2789,65.7975,1206.0,5.80711,1335.0
2790,622.85,114.0,156.55700000000002,1057.0
2791,120.735,1661.0,139.08100000000002,631.0
2792,169.081,537.0,16.1196,654.0
2793,536.995,428.0,61.4754,1161.0
2794,169.644,1200.0,80.6196,2654.0
2795,1557.56,1496.0,246.548,1956.0
2796,113.40299999999999,1126.0,425.798,564.0
2797,692.61,129.0,772.831,122.0
2798,269.985,282.0,158.442,1425.0
2799,200.80700000000002,305.0,692.61,129.0
2800,289.298,137.0,0.912904,442.0
2801,49.485,539.0,104.44200000000001,450.0
2802,178.081,421.0,46.3071,328.0
2803,365.43199999999996,159.0,49.485,539.0
2804,,,178.081,421.0
2805,210.745,1963.0,74.4417,2049.0
2806,508.12,510.0,630.706,273.0
2807,166.66299999999998,1222.0,252.173,1083.0
2808,50.985,1464.0,70.485,2323.0
2809,,,183.764,1231.0
2810,20.4321,1257.0,206.05700000000002,497.0
2811,31.1196,1406.0,311.245,534.0
2812,230.43200000000002,1949.0,,
2813,23.2446,2227.0,100.495,1951.0
2814,1494.94,95.0,172.673,3256.0
2815,65.7975,1206.0,5.80711,1335.0
2816,622.85,114.0,156.55700000000002,1057.0
2817,320.413,1163.0,65.7975,1206.0
2818,126.37,1269.0,320.413,1163.0
2819,244.269,780.0,268.259,437.0
2820,44.9658,1341.0,43.1196,2017.0
2821,135.93200000000002,374.0,98.7975,100.0
2822,75.0042,272.0,722.25,318.0
2823,120.735,1661.0,139.08100000000002,631.0
2824,277.307,1862.0,195.706,813.0
2825,55.4946,156.0,135.93200000000002,374.0
2826,112.86,298.0,75.0042,272.0
2827,223.692,1868.0,176.41299999999998,912.0
2828,536.995,428.0,61.4754,1161.0
2829,252.18200000000002,1267.0,135.754,1046.0
2830,53.4321,1856.0,40.8312,1900.0
2831,157.66299999999998,318.0,,
2832,37.1196,236.0,201.37,201.0
2833,37.6821,292.0,72.5571,93.0
2834,107.04799999999999,248.0,3.5571099999999998,269.0
2835,167.995,282.0,207.519,137.0
2836,122.995,726.0,107.04799999999999,248.0
2837,7.307110000000001,449.0,167.995,282.0
2838,23.9754,474.0,0.254366,758.0
2839,641.975,113.0,60.5571,239.0
2840,54.5379,241.0,56.2446,185.0
2841,171.37,295.0,47.7783,214.0
2842,162.764,286.0,641.975,113.0
2843,73.8792,394.0,54.5379,241.0
