,nRt,nRA,nLt,nLA
5689,46.3071,328.0,327.163,237.0
5690,190.12,297.0,75.9225,346.0
5691,319.504,83.0,38.0379,1043.0
5692,47.8167,494.0,210.93200000000002,263.0
5693,24.3696,525.0,184.1,392.0
5694,181.87900000000002,586.0,151.68200000000002,714.0
5695,101.06700000000001,1918.0,24.1725,1404.0
5696,135.754,1046.0,36.1629,1715.0
5697,74.4417,2049.0,68.6004,1070.0
5698,223.692,1868.0,176.41299999999998,912.0
5699,,,5.4129,3357.0
5700,46.1196,1931.0,483.913,393.0
5701,45.9321,3128.0,99.7254,1397.0
5702,106.495,1585.0,187.475,872.0
5703,119.413,1193.0,90.5379,1127.0
5704,62.0571,2479.0,187.66299999999998,1198.0
5705,60.9033,1264.0,213.35,1195.0
5706,154.278,1905.0,75.1629,2559.0
5707,64.4946,2423.0,82.86,1740.0
5708,125.788,1254.0,91.86,1853.0
5709,77.0571,3157.0,141.173,1165.0
5710,184.66299999999998,1701.0,92.4225,1721.0
5711,173.62,1815.0,910.688,3502.0
5712,16.8696,1349.0,,
5713,605.048,472.0,,
5714,126.745,1771.0,,
5715,1.1004,1123.0,14.4225,1613.0
5716,262.663,928.0,304.11,721.0
5717,34.8504,1086.0,4.29751,2126.0
5718,379.87,437.0,51.7446,2739.0
5719,219.35,1926.0,667.11,334.0
5720,92.6196,3016.0,182.048,1104.0
5721,,,64.2975,1784.0
5722,41.9946,2672.0,,
5723,,,227.80700000000002,2158.0
5724,113.432,2053.0,,
5725,22.6917,1478.0,588.538,276.0
5726,,,28.1004,1065.0
5727,97.485,6210.0,171.36,2049.0
5728,8.79751,1024.0,182.6,1733.0
5729,117.94200000000001,2289.0,219.014,2992.0
5730,158.254,896.0,,
5731,,,1176.16,312.0
5732,135.55700000000002,280.0,108.745,345.0
5733,124.682,95.0,269.807,353.0
5734,77.9946,301.0,68.4225,604.0
5735,11.8071,473.0,202.87900000000002,564.0
5736,147.55700000000002,487.0,127.87,774.0
5737,3.92251,601.0,15.3696,707.0
5738,169.86,759.0,23.4321,595.0
5739,315.735,89.0,68.0571,1021.0
5740,64.1196,673.0,46.1196,1843.0
5741,33.3696,1604.0,319.879,745.0
5742,104.245,1746.0,216.37,1839.0
5743,26.2446,2039.0,64.4946,1626.0
5744,147.55700000000002,4559.0,190.495,2422.0
5745,188.985,1741.0,40.6821,2416.0
5746,200.048,2675.0,39.3696,1905.0
5747,1429.88,101.0,2.9946099999999998,4037.0
5748,119.43799999999999,152.0,213.93200000000002,1533.0
5749,945.0,125.0,203.245,3215.0
5750,503.985,362.0,23.61,1844.0
5751,1470.19,135.0,52.1196,2111.0
5752,63.3696,2651.0,404.625,83.0
5753,65.2446,1738.0,289.307,1016.0
5754,74.2446,2957.0,,
5755,48.9321,1465.0,424.673,474.0
5756,152.798,2592.0,199.86,2709.0
5757,534.923,622.0,,
5758,133.86,4076.0,,
5759,202.495,1317.0,461.05699999999996,859.0
5760,15.7446,2252.0,,
5761,359.80699999999996,619.0,57.3696,3137.0
5762,15.9321,1611.0,,
5763,264.932,2062.0,18.3696,3624.0
5764,10.2687,782.0,,
5765,91.86,2703.0,,
5766,273.33099999999996,590.0,269.62,1849.0
5767,74.7975,1995.0,,
5768,34.2975,1197.0,1.2687,781.0
5769,115.87899999999999,1833.0,,
5770,45.1725,1657.0,444.33099999999996,288.0
5771,166.11,2948.0,1431.0,3502.0
5772,32.235,1222.0,1302.56,750.0
5773,692.61,129.0,772.831,122.0
5774,153.91299999999998,508.0,28.3071,237.0
5775,192.91299999999998,237.0,102.764,375.0
5776,124.475,502.0,46.3167,628.0
5777,8.23501,358.0,42.5475,672.0
5778,57.735,292.0,114.92299999999999,403.0
5779,96.5475,654.0,173.61,724.0
5780,7.4754,682.0,37.6725,574.0
5781,351.884,514.0,128.05700000000002,1614.0
5782,406.30699999999996,384.0,150.745,2264.0
5783,136.85,1453.0,120.735,1661.0
5784,532.312,1399.0,277.307,1862.0
5786,1878.38,122.0,67.1196,2517.0
5787,513.36,548.0,216.55700000000002,6729.0
5788,1758.75,816.0,1072.69,103.0
5789,107.42299999999999,2363.0,758.62,192.0
5790,,,13.2975,1795.0
5791,1842.19,180.0,,
5792,49.3071,1143.0,1492.88,195.0
5793,77.25,244.0,,
5794,397.86,745.0,,
5795,301.673,602.0,1048.12,85.0
5796,936.75,132.0,,
5797,313.298,1373.0,,
5798,,,156.53799999999998,1757.0
5799,23.0475,2082.0,303.35,571.0
5800,558.923,289.0,331.288,842.0
5801,152.235,2246.0,198.16299999999998,1165.0
5802,346.11,948.0,,
5803,21.7254,384.0,36.7446,506.0
5804,159.923,146.0,68.5603,354.0
5805,173.937,151.0,85.86,394.0
5806,124.1,481.0,57.1228,467.0
5807,162.124,499.0,27.5475,8851.0
5808,189.192,639.0,110.07600000000001,506.0
5809,15.7542,639.0,27.1821,2306.0
5810,135.754,941.0,14.8263,5932.0
5811,2.04751,755.0,11.1181,480.0
5812,23.1181,581.0,170.442,1577.0
5813,10.9306,1090.0,193.298,1075.0
5814,118.67299999999999,1589.0,,
5815,420.75,176.0,182.62900000000002,1992.0
5816,,,183.548,1152.0
5817,86.0475,1456.0,96.7542,2269.0
5818,185.021,1906.0,121.249,1571.0
5819,63.735,1474.0,97.8792,2653.0
5820,25.8333,1390.0,181.317,1429.0
5821,57.9225,1953.0,108.75399999999999,1204.0
5822,515.413,668.0,29.2542,1923.0
5823,875.062,83.0,203.25400000000002,1603.0
5824,140.41299999999998,2005.0,73.8792,1521.0
5825,868.312,85.0,127.12899999999999,1644.0
5826,623.245,164.0,185.048,2179.0
5827,1845.0,225.0,119.985,1246.0
5828,883.125,104.0,59.61,1556.0
5829,331.68199999999996,7164.0,186.923,2094.0
5830,,,115.67299999999999,1963.0
5831,1103.62,18857.0,87.5475,2069.0
5832,35.235,1909.0,,
5833,145.485,1928.0,,
5834,,,198.951,1447.0
5835,6.36001,1420.0,,
5836,692.61,129.0,772.831,122.0
5837,98.7975,100.0,52.3167,3018.0
5838,192.91299999999998,237.0,102.764,375.0
5839,124.475,502.0,46.3167,628.0
5840,144.35,406.0,153.498,713.0
5841,147.35,622.0,155.43200000000002,553.0
5842,156.35,416.0,272.235,353.0
5843,123.745,1341.0,312.873,219.0
5844,351.884,514.0,128.05700000000002,1614.0
5845,406.30699999999996,384.0,150.745,2264.0
5846,730.312,235.0,2.8071099999999998,2071.0
5848,1878.38,122.0,67.1196,2517.0
5849,513.36,548.0,216.55700000000002,6729.0
5850,1758.75,816.0,1072.69,103.0
5851,107.42299999999999,2363.0,758.62,192.0
5852,1842.19,180.0,,
5853,49.3071,1143.0,1492.88,195.0
5854,397.86,745.0,,
5855,421.68199999999996,486.0,333.923,883.0
5856,301.673,602.0,1048.12,85.0
5857,313.298,1373.0,,
5858,297.36,876.0,415.86,381.0
5859,156.53799999999998,1757.0,198.55700000000002,2145.0
5860,303.35,571.0,187.87,2194.0
5861,198.16299999999998,1165.0,15.3696,1771.0
5862,,,187.30700000000002,1431.0
5865,202.125,95.0,1382.25,150.0
5866,,,975.375,15746.0
5867,311.235,387.0,700.125,105.0
5868,211.298,1302.0,,
5869,185.048,1343.0,,
5870,375.0,111.0,589.673,326.0
5871,640.688,121.0,665.625,83.0
5872,,,134.03799999999998,2473.0
5873,,,167.6,1368.0
5874,,,566.225,261.0
5877,,,1646.44,1299.0
5878,21.7254,384.0,36.7446,506.0
5879,159.923,146.0,68.5603,354.0
5880,173.937,151.0,85.86,394.0
5881,124.1,481.0,57.1228,467.0
5882,189.192,639.0,110.07600000000001,506.0
5883,24.7254,481.0,178.86,486.0
5884,135.754,941.0,14.8263,5932.0
5885,23.1181,581.0,170.442,1577.0
5886,10.9306,1090.0,193.298,1075.0
5887,420.75,176.0,182.62900000000002,1992.0
5888,,,183.548,1152.0
5889,185.021,1906.0,121.249,1571.0
5890,,,156.735,1446.0
5891,25.8333,1390.0,181.317,1429.0
5892,872.812,102.0,120.36,1975.0
5893,166.646,2389.0,51.5475,1453.0
5894,875.062,83.0,203.25400000000002,1603.0
5895,,,25.6725,9651.0
5896,868.312,85.0,127.12899999999999,1644.0
5897,623.245,164.0,185.048,2179.0
5898,883.125,104.0,59.61,1556.0
5899,331.68199999999996,7164.0,186.923,2094.0
5900,1103.62,18857.0,87.5475,2069.0
5901,119.245,1790.0,35.235,1909.0
5902,120.37,2359.0,145.485,1928.0
5903,584.995,527.0,213.735,2916.0
5904,357.923,739.0,,
5905,14.0571,1529.0,6.36001,1420.0
5906,,,63.5208,2108.0
5907,,,37.86,1960.0
5908,660.938,132.0,381.173,732.0
5909,-1.3467,6050.0,224.423,2045.0
5910,,,70.485,1154.0
5911,,,56.4225,1492.0
5912,,,322.485,524.0
5913,,,62.235,1534.0
5914,,,79.86,1176.0
5915,100.69200000000001,1999.0,118.87,1536.0
5916,241.317,1953.0,155.798,1106.0
5917,582.932,256.0,39.735,1316.0
5918,,,365.61,910.0
5919,111.745,1290.0,115.485,882.0
5920,,,277.86,1550.0
5921,237.18200000000002,876.0,62.0475,1108.0
5922,8.24461,1393.0,397.298,625.0
5923,289.298,137.0,0.912904,442.0
5924,112.86,298.0,75.0042,272.0
5925,49.485,539.0,104.44200000000001,450.0
5926,173.235,504.0,190.12,297.0
5927,319.504,83.0,38.0379,1043.0
5928,119.807,333.0,125.61,291.0
5929,24.3696,525.0,184.1,392.0
5930,153.93200000000002,630.0,7.4754,315.0
5931,131.048,1180.0,229.475,893.0
5932,166.87,1838.0,26.2446,1515.0
5933,30.9225,1686.0,12.7446,1592.0
5934,536.995,428.0,61.4754,1161.0
5935,3.92251,1877.0,46.1196,1931.0
5936,194.067,1913.0,180.16299999999998,1773.0
5937,122.62899999999999,2102.0,119.413,1193.0
5938,163.692,1986.0,74.7783,1504.0
5939,279.942,1546.0,60.9033,1264.0
5940,10.6917,1732.0,154.278,1905.0
5941,244.68200000000002,1959.0,226.317,1697.0
5942,260.807,4843.0,60.9321,1087.0
5943,14.0571,2582.0,168.93200000000002,688.0
5944,261.182,1705.0,234.942,2563.0
5945,25.8696,2059.0,137.245,891.0
5946,173.62,1815.0,910.688,3502.0
5947,16.8696,1349.0,,
5948,605.048,472.0,,
5949,126.745,1771.0,,
5950,,,166.12,1136.0
5951,,,56.2446,870.0
5952,,,228.18200000000002,1499.0
5953,,,21.9321,1054.0
5954,92.6196,3016.0,182.048,1104.0
5955,41.9946,2672.0,,
5956,252.18200000000002,2030.0,,
5957,113.432,2053.0,,
5958,275.057,2213.0,,
5959,261.932,1341.0,50.985,1768.0
5960,157.12,1838.0,138.548,1752.0
5961,7.869610000000001,2850.0,12.5571,1354.0
5962,,,220.11,1178.0
5963,135.55700000000002,280.0,108.745,345.0
5964,124.682,95.0,269.807,353.0
5965,77.9946,301.0,68.4225,604.0
5966,11.8071,473.0,202.87900000000002,564.0
5967,12.7254,431.0,147.55700000000002,487.0
5968,167.03799999999998,160.0,13.6821,330.0
5969,172.673,762.0,75.9321,511.0
5970,31.11,1062.0,120.37,339.0
5971,77.4225,1433.0,153.548,1043.0
5972,154.87,500.0,523.682,283.0
5973,-0.7553880000000001,767.0,266.807,2017.0
5974,178.485,1651.0,104.245,1746.0
5975,101.235,1188.0,26.9946,2541.0
5976,40.8696,1590.0,57.5571,1943.0
5977,227.995,2311.0,188.985,1741.0
5978,87.1821,1534.0,200.048,2675.0
5979,-0.389992,1574.0,1429.88,101.0
5980,92.4321,1315.0,119.43799999999999,152.0
5981,244.495,636.0,945.0,125.0
5982,61.1196,1130.0,,
5983,311.245,534.0,1470.19,135.0
5984,63.3696,2651.0,404.625,83.0
5985,65.2446,1738.0,289.307,1016.0
5986,74.2446,2957.0,,
5987,48.9321,1465.0,424.673,474.0
5988,523.12,142.0,,
5989,230.80700000000002,2154.0,,
5990,12.5571,1780.0,528.932,614.0
5991,574.307,335.0,1716.19,115.0
5992,15.7446,2252.0,,
5993,359.80699999999996,619.0,57.3696,3137.0
5994,15.9321,1611.0,,
5995,264.932,2062.0,18.3696,3624.0
5996,226.12,552.0,708.375,1266.0
5998,9.93211,5008.0,,
5999,97.6821,877.0,,
6000,97.1196,1535.0,,
6001,564.182,276.0,,
6002,329.995,233.0,142.30700000000002,245.0
6003,78.3696,347.0,173.43200000000002,254.0
6004,100.84100000000001,651.0,3.7446099999999998,345.0
6005,105.15299999999999,796.0,1800.94,401.0
6006,5.7783,743.0,1773.56,1252.0
6007,187.46599999999998,899.0,78.5475,681.0
6008,248.43200000000002,1420.0,18.7446,1520.0
6009,76.0908,1250.0,560.769,190.0
6010,0.922508,1064.0,308.995,1878.0
6011,123.182,2130.0,1898.06,731.0
6012,140.995,2046.0,1494.94,95.0
6013,23.6196,2007.0,,
6014,110.995,1983.0,,
6015,253.68200000000002,1758.0,,
6016,8.61961,2385.0,228.562,182.0
6017,233.62,1842.0,,
6018,57.5571,2650.0,,
6019,18.3696,1889.0,,
6020,384.18199999999996,1295.0,,
6021,265.12,1383.0,13.3071,1615.0
6022,77.5908,1962.0,362.625,136.0
6023,284.057,1400.0,21.7446,1821.0
6024,92.5908,2239.0,784.495,258.0
6025,267.735,1667.0,,
6026,171.528,1082.0,,
6027,76.86,1649.0,,
6028,518.423,1812.0,1893.0,7144.0
6030,129.18200000000002,1724.0,,
6031,130.278,2467.0,283.269,682.0
6032,438.18800000000005,1377.0,,
6033,173.21599999999998,2291.0,,
6034,5.61001,2059.0,1491.19,8718.0
6035,292.466,302.0,1548.75,5208.0
6036,159.173,1624.0,,
6037,115.09100000000001,997.0,75.4615,1567.0
6039,125.96600000000001,1707.0,,
6040,1259.06,3935.0,,
6041,9.1533,1484.0,,
6042,68.4033,1136.0,,
6043,95.2158,961.0,,
6044,251.778,1098.0,,
6045,60.5571,239.0,310.653,238.0
6046,37.1196,236.0,201.37,201.0
6047,14.8071,368.0,62.2446,757.0
6048,129.18200000000002,359.0,91.6821,834.0
6049,15.3696,665.0,18.3696,692.0
6050,48.5571,764.0,31.1196,463.0
6051,127.139,521.0,59.0571,762.0
6052,45.3696,1297.0,493.31199999999995,366.0
6053,324.557,660.0,1116.94,96.0
6054,68.8071,1331.0,26.235,1649.0
6055,127.682,1713.0,,
6056,111.557,2110.0,257.61,1096.0
6057,109.495,4472.0,,
6058,136.12,2640.0,655.312,124.0
6059,81.1821,1468.0,75.5625,123.0
6060,14.6196,2448.0,643.125,109.0
6061,251.43200000000002,1370.0,,
6062,68.4321,3663.0,,
6063,308.245,630.0,1656.38,133.0
6064,266.432,1948.0,948.375,437.0
6065,9.36961,2084.0,1635.38,157.0
6067,21.9321,1562.0,411.18800000000005,113.0
6068,210.93200000000002,1820.0,95.9562,1580.0
6069,255.528,1326.0,288.932,1354.0
6070,687.188,109.0,,
6071,186.93200000000002,1274.0,-1.50539,1754.0
6072,849.375,157.0,,
6075,118.682,1714.0,,
6076,,,266.95599999999996,540.0
6077,17.4321,2145.0,,
6079,165.37,1260.0,,
6080,51.1821,1833.0,,
6081,305.995,1735.0,299.769,302.0
6082,455.05699999999996,341.0,118.307,2714.0
6083,64.4946,1923.0,,
6084,,,2.9946099999999998,1436.0
6085,,,147.37,847.0
6086,,,32.6196,1260.0
6087,291.894,242.0,,
6088,,,609.37,186.0
6089,112.86,298.0,75.0042,272.0
6090,49.485,539.0,104.44200000000001,450.0
6091,16.1196,654.0,64.6917,583.0
6092,-2.4428900000000002,673.0,15.9129,522.0
6093,210.93200000000002,263.0,33.3504,492.0
6094,2.9946099999999998,715.0,261.35,186.0
6095,151.68200000000002,714.0,146.225,500.0
6096,101.06700000000001,1918.0,24.1725,1404.0
6097,135.754,1046.0,36.1629,1715.0
6098,74.4417,2049.0,68.6004,1070.0
6099,12.7446,1592.0,181.485,1813.0
6100,223.692,1868.0,176.41299999999998,912.0
6101,,,5.4129,3357.0
6102,46.1196,1931.0,483.913,393.0
6103,45.9321,3128.0,99.7254,1397.0
6104,106.495,1585.0,187.475,872.0
6105,180.16299999999998,1773.0,300.173,1778.0
6106,119.413,1193.0,90.5379,1127.0
6107,62.0571,2479.0,187.66299999999998,1198.0
6108,60.9033,1264.0,213.35,1195.0
6109,154.278,1905.0,75.1629,2559.0
6110,226.317,1697.0,64.4946,2423.0
6111,168.93200000000002,688.0,180.37,1443.0
6112,37.1292,2847.0,125.788,1254.0
6113,234.942,2563.0,77.0571,3157.0
6114,137.245,891.0,191.43200000000002,1783.0
6115,45.7542,1677.0,184.66299999999998,1701.0
6116,910.688,3502.0,240.91299999999998,1451.0
6117,,,520.298,263.0
6118,,,101.413,1333.0
6119,295.504,2045.0,146.985,2303.0
6121,600.182,393.0,281.423,1917.0
6122,27.1917,1907.0,79.1196,1837.0
6123,303.182,849.0,432.153,541.0
6124,47.8167,2283.0,109.12,1707.0
6125,,,229.1,1188.0
6126,,,178.85,1213.0
6127,206.798,2146.0,,
6129,,,299.038,1179.0
6130,,,28.1004,1065.0
6131,,,111.932,1153.0
6132,69.1725,1482.0,164.41299999999998,1835.0
6133,36.735,793.0,242.25,1690.0
6134,,,29.8071,680.0
6136,135.55700000000002,280.0,108.745,345.0
6137,124.682,95.0,269.807,353.0
6138,18.1917,482.0,173.995,273.0
6139,172.68200000000002,584.0,135.18200000000002,480.0
6140,37.4946,906.0,54.3696,994.0
6141,42.7446,666.0,3.92251,601.0
6142,75.9321,511.0,73.4946,1147.0
6143,32.2446,908.0,315.735,89.0
6144,64.1196,673.0,46.1196,1843.0
6145,33.3696,1604.0,319.879,745.0
6146,104.245,1746.0,216.37,1839.0
6147,26.2446,2039.0,64.4946,1626.0
6148,147.55700000000002,4559.0,190.495,2422.0
6149,188.985,1741.0,40.6821,2416.0
6150,200.048,2675.0,39.3696,1905.0
6151,1429.88,101.0,2.9946099999999998,4037.0
6152,119.43799999999999,152.0,213.93200000000002,1533.0
6153,945.0,125.0,203.245,3215.0
6154,503.985,362.0,23.61,1844.0
6155,,,232.673,1903.0
6156,1470.19,135.0,52.1196,2111.0
6157,404.625,83.0,97.6725,2289.0
6158,289.307,1016.0,34.8696,2175.0
6159,424.673,474.0,49.4946,3731.0
6160,,,152.798,2592.0
6161,,,108.36,1650.0
6162,,,242.206,561.0
6163,,,140.235,2036.0
6164,101.42299999999999,1537.0,,
6166,81.36,2073.0,,
6168,,,45.735,1148.0
6169,500.81699999999995,363.0,132.36,3159.0
6170,,,271.485,1288.0
6171,142.5,113.0,72.735,886.0
6172,,,81.1725,1401.0
6173,,,242.245,1607.0
6174,,,502.673,382.0
6175,,,697.682,408.0
6176,,,51.7446,923.0
6178,,,178.86,1330.0
6179,,,80.9946,775.0
6180,192.55700000000002,296.0,34.1196,352.0
6181,177.173,231.0,122.995,726.0
6182,70.4946,375.0,191.05700000000002,403.0
6183,3.3696099999999998,407.0,145.30700000000002,585.0
6184,78.3696,347.0,173.43200000000002,254.0
6185,3.7446099999999998,345.0,26.0187,537.0
6186,7.869610000000001,301.0,126.706,422.0
6187,7.119610000000001,608.0,1653.75,209.0
6188,65.8071,753.0,112.68799999999999,440.0
6189,560.769,190.0,761.625,113.0
6190,308.995,1878.0,4.67251,1157.0
6191,50.8071,1698.0,186.35,1523.0
6192,1494.94,95.0,172.673,3256.0
6193,224.995,2185.0,46.2975,2625.0
6194,14.9946,1743.0,402.735,711.0
6195,104.245,1711.0,71.985,2466.0
6196,107.807,1952.0,8.23501,1606.0
6197,95.8071,1193.0,36.735,2665.0
6198,299.057,847.0,135.18200000000002,1217.0
6199,22.4946,2642.0,272.61,1907.0
6200,157.68200000000002,1876.0,185.245,1121.0
6201,85.4946,1886.0,,
6202,158.05700000000002,1622.0,,
6203,115.682,2930.0,,
6204,103.67299999999999,2918.0,569.038,228.0
6205,207.18200000000002,1633.0,208.485,1877.0
6206,143.05700000000002,1697.0,24.9225,1905.0
6207,29.8071,2426.0,,
6208,326.45099999999996,1009.0,325.682,362.0
6209,1890.75,5635.0,1925.81,4050.0
6210,65.6196,2496.0,,
6211,409.673,1015.0,206.235,893.0
6212,45.9321,2031.0,,
6213,167.995,989.0,38.6196,1614.0
6214,4.30711,1740.0,47.6196,1266.0
6215,162.37,1551.0,202.87,1357.0
6216,212.245,1666.0,216.93200000000002,846.0
6217,183.37,1890.0,,
6218,266.985,1297.0,1549.69,4011.0
6219,47.6196,2046.0,,
6220,380.62,623.0,,
6221,33.9225,1080.0,,
6222,134.245,1044.0,,
6223,184.673,1540.0,,
6224,72.5571,93.0,66.7158,249.0
6225,171.37,295.0,47.7783,214.0
6226,101.245,368.0,159.903,682.0
6227,75.9321,925.0,7.494610000000001,411.0
6228,187.30700000000002,234.0,17.6196,653.0
6229,127.139,521.0,59.0571,762.0
6230,45.3696,1297.0,493.31199999999995,366.0
6231,324.557,660.0,1116.94,96.0
6232,68.8071,1331.0,26.235,1649.0
6233,53.0283,1946.0,113.985,1914.0
6234,111.557,2110.0,257.61,1096.0
6235,45.9033,2364.0,194.235,3080.0
6236,177.55700000000002,1612.0,270.519,610.0
6237,32.5908,2577.0,5.61961,5299.0
6238,23.61,2384.0,68.0187,704.0
6239,20.4225,1867.0,251.43200000000002,1370.0
6240,79.0908,1637.0,68.4321,3663.0
6241,194.778,2250.0,308.245,630.0
6242,88.8696,2137.0,514.87,189.0
6243,126.932,4719.0,9.36961,2084.0
6244,114.182,2154.0,,
6245,82.6437,2738.0,21.9321,1562.0
6246,83.0571,6520.0,147.93200000000002,1528.0
6247,277.86,2277.0,,
6248,266.245,1887.0,19.8696,2129.0
6249,15.1821,1880.0,633.37,369.0
6250,,,100.307,2476.0
6251,61.3071,2112.0,36.7446,1273.0
6252,77.7975,1492.0,190.87,1543.0
6253,41.2446,6866.0,86.4321,891.0
6254,279.36,1227.0,172.87,1300.0
6255,264.932,1524.0,155.43200000000002,731.0
6256,487.475,186.0,65.8071,1826.0
6257,,,230.78799999999998,1218.0
6258,,,271.682,1086.0
6259,,,1377.56,1857.0
6262,254.80700000000002,2812.0,,
6263,90.3696,1572.0,,
6264,96.9321,6595.0,,
6265,445.475,170.0,,
6266,267.932,893.0,383.225,360.0
6268,125.057,1481.0,,
6269,506.225,107.0,177.173,231.0
6270,198.725,298.0,329.995,233.0
6271,164.028,762.0,78.3696,347.0
6272,110.995,1006.0,155.769,166.0
6273,72.9321,765.0,119.206,295.0
6274,62.0571,1182.0,21.7062,387.0
6275,56.5908,771.0,174.144,548.0
6276,302.245,642.0,76.0908,1250.0
6277,26.4033,658.0,248.43200000000002,1420.0
6278,5.80711,1335.0,0.922508,1064.0
6279,-1.50539,1716.0,123.182,2130.0
6280,121.27799999999999,2169.0,140.995,2046.0
6281,167.778,1306.0,23.6196,2007.0
6282,39.7446,3068.0,223.673,2690.0
6283,394.278,357.0,7.119610000000001,2320.0
6284,144.341,1446.0,233.62,1842.0
6285,126.71600000000001,1489.0,86.8071,1530.0
6286,175.09099999999998,1573.0,28.6821,2510.0
6287,45.1533,1620.0,384.18199999999996,1295.0
6288,19.0908,1969.0,38.4321,2049.0
6289,270.528,1480.0,224.62,2020.0
6290,3.5283,1238.0,,
6291,350.028,651.0,254.80700000000002,1521.0
6292,267.735,1667.0,,
6293,265.091,894.0,32.7687,1485.0
6294,76.86,1649.0,,
6295,518.423,1812.0,1893.0,7144.0
6296,155.591,1208.0,247.30700000000002,2153.0
6297,74.2158,1192.0,18.7446,2211.0
6298,213.903,1226.0,261.557,1851.0
6299,46.0908,809.0,34.1196,2781.0
6300,5.61001,2059.0,1491.19,8718.0
6301,225.08700000000002,1096.0,,
6302,6.46152,1876.0,171.144,690.0
6303,179.61,2053.0,1259.06,3935.0
6304,133.399,1239.0,88.4562,658.0
6305,180.83700000000002,1014.0,176.206,562.0
6306,15.0865,971.0,121.831,334.0
6307,322.11,933.0,85.6437,593.0
6308,56.2446,185.0,318.932,215.0
6309,37.6821,292.0,72.5571,93.0
6310,27.7446,512.0,171.37,295.0
6311,245.868,306.0,129.18200000000002,359.0
6312,147.37,443.0,33.7158,505.0
6313,88.4946,720.0,125.21600000000001,377.0
6314,3.3696099999999998,774.0,49.6533,548.0
6315,159.93200000000002,508.0,320.038,354.0
6316,251.6,881.0,5.2158,850.0
6317,146.61,724.0,764.216,201.0
6318,246.735,820.0,252.153,647.0
6319,106.495,1384.0,-7.1592,1212.0
6320,22.3071,1471.0,38.0283,867.0
6321,71.235,1792.0,317.062,383.0
6322,18.9225,3299.0,221.21599999999998,2392.0
6323,105.745,2498.0,,
6324,204.37,1625.0,101.40299999999999,895.0
6325,34.6725,2228.0,186.528,1168.0
6326,13.2687,882.0,178.653,1044.0
6327,77.8071,2141.0,207.735,2280.0
6328,70.485,2323.0,37.4658,1183.0
6329,61.8696,1815.0,49.0908,1076.0
6330,256.673,889.0,556.688,334.0
6331,65.0475,1541.0,99.5283,3267.0
6332,66.9225,1928.0,,
6333,113.79799999999999,2305.0,443.788,263.0
6334,146.423,2208.0,,
6335,548.048,447.0,,
6336,51.1725,821.0,325.841,1252.0
6337,330.548,606.0,,
6338,268.091,1048.0,,
6339,-8.25539,9745.0,18.1533,1580.0
6340,294.37,928.0,309.341,819.0
6341,-1.31789,2225.0,9.5283,1481.0
6342,93.735,1677.0,,
6343,490.298,128.0,207.548,1418.0
6344,35.3365,1817.0,,
6345,89.7975,1365.0,24.9225,2042.0
6346,294.548,846.0,,
6347,134.149,1986.0,,
6349,53.7975,1226.0,8.9754,1949.0
6350,378.735,1008.0,281.413,1963.0
6351,148.21200000000002,975.0,76.4754,1523.0
6352,199.298,1858.0,258.913,932.0
6353,286.091,1147.0,9.3504,1652.0
6354,12.5475,1267.0,656.403,118.0
6355,73.6725,360.0,192.55700000000002,296.0
6356,506.225,107.0,177.173,231.0
6357,198.725,298.0,329.995,233.0
6358,150.173,417.0,23.8071,324.0
6359,81.3696,747.0,100.84100000000001,651.0
6360,72.9321,765.0,119.206,295.0
6361,137.05700000000002,690.0,5.7783,743.0
6362,61.1196,881.0,187.46599999999998,899.0
6363,302.245,642.0,76.0908,1250.0
6364,5.80711,1335.0,0.922508,1064.0
6365,-1.50539,1716.0,123.182,2130.0
6366,186.36,2058.0,167.21599999999998,2009.0
6367,257.048,1266.0,255.903,2004.0
6368,39.7446,3068.0,223.673,2690.0
6369,37.8696,2276.0,7.4658,1765.0
6370,286.86,951.0,358.278,552.0
6371,97.8696,2552.0,192.37,2560.0
6372,188.05700000000002,2037.0,92.0283,1627.0
6373,183.93200000000002,2652.0,128.778,1121.0
6374,26.4321,1736.0,206.245,1865.0
6375,219.55700000000002,1947.0,19.0908,1969.0
6376,43.1196,2017.0,29.9658,1521.0
6377,248.05700000000002,916.0,3.5283,1238.0
6378,21.7446,15412.0,376.466,916.0
6379,3.3408,3038.0,181.653,1341.0
6380,47.0571,2220.0,171.528,1082.0
6381,91.0908,1393.0,15.1533,2499.0
6382,278.432,2147.0,518.423,1812.0
6383,101.96600000000001,1425.0,288.528,1289.0
6384,241.11,762.0,23.9658,1501.0
6385,78.5571,1578.0,74.2158,1192.0
6386,158.235,1612.0,46.6533,2263.0
6387,49.1196,1634.0,46.0908,809.0
6388,45.3408,1305.0,236.403,1792.0
6389,292.466,302.0,1548.75,5208.0
6390,43.2783,5787.0,199.269,913.0
6391,115.09100000000001,997.0,75.4615,1567.0
6392,-4.69289,1975.0,225.08700000000002,1096.0
6393,233.80700000000002,1304.0,6.46152,1876.0
6394,278.216,1014.0,221.59099999999998,1618.0
6395,59.8071,2679.0,133.399,1239.0
6396,160.87,1192.0,180.83700000000002,1014.0
6397,,,15.0865,971.0
6398,21.7446,1253.0,322.11,933.0
6399,59.7783,1722.0,251.778,1098.0
6400,641.975,113.0,60.5571,239.0
6401,119.432,184.0,37.1196,236.0
6402,86.2446,446.0,14.8071,368.0
6403,245.868,306.0,129.18200000000002,359.0
